Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Junior Software Developer,Battelle,"Columbus, OH","Statistics, Data mining, CSS, React, RESTful API, Secret Clearance, Git, UI design, SQL, OOP, Docker, Machine learning, JavaScript, Supervised learning, Back-end development, Natural language processing, Computer networking, Angular, Django, UX, Agile, UI, Vue.js, Unsupervised learning, Flask, Python, HTML",Bachelor's degree,N/A,Entry level,N/A
.Net Developer,Intone Networks,"Washington, DC",.NET,N/A,Under 1 year,Entry level,N/A
Software Developer I,"Na Ali'i Consulting & Sales, LLC.","Arlington, VA","Jira, Oracle, XML, Data analysis skills, Visio, Microsoft Office, SQL, PeopleSoft, Software development, IT, CompTIA Security+, Communication skills, Time management",Bachelor's degree,Under 1 year,Entry level,N/A
Junior Software Engineer,Belay Technologies,"Columbia, MD","CI/CD, Cloud architecture, React, Java, AWS, Docker, JavaScript, REST, Contracts, TS/SCI with Polygraph, Spring",N/A,N/A,Entry level,"$70,000 - $190,000 a year"
Software Developer,365 Labs,"Baton Rouge, LA","MVC, Computer Science, Full-stack development, Visual Studio, C#, SQL",N/A,N/A,Entry level,"$65,000 a year"
Software Analyst,Intone Networks,"Albany, NY",N/A,N/A,N/A,N/A,N/A
.NET Software Engineer,Client Command,"Cumming, GA","CI/CD, RESTful API, Kanban, .NET Core, C#, .NET, SOAP, AWS, Docker, Terraform, REST, GitHub, APIs, Linux, JSON",N/A,N/A,Mid-level,N/A
NET Software Developer,BoomTax,"Corpus Christi, TX","Azure, MVC, CSS, .NET Core, Microsoft SQL Server, English, .NET, SQL, JavaScript, APIs, Telerik, Communication skills, Entity Framework, jQuery, HTML",Bachelor's degree,11+ years,Mid-level,"$70,000 - $120,000 a year"
Java Software Developer,Intellibee,"Charlotte, NC","Spring Boot, Power BI, React, Java, AWS, Communication skills, Python, Debugging",N/A,N/A,Mid-level,N/A
Software Developer,WinShape Foundation,"Rome, GA","CI/CD, Azure, Computer Science, CSS, React, C#, Git, .NET, SQL, Bootcamp, JavaScript, Alignment, Software development, APIs, Agile, Vue.js, TypeScript, Communication skills",Bachelor's degree,N/A,Mid-level,N/A
Junior Frontend Web Developer,First Community Credit Union of Oregon,"Coquille, OR","AJAX, CSS, Git, JavaScript, Data entry, GitHub, HTML","High school diploma or GED, Associate's degree",2 years,Entry level,$23 - $29 an hour
Back End Developer- AI Trainer,DataAnnotation,"Augusta, GA",N/A,N/A,N/A,N/A,From $40 an hour
Software Engineer (Hybrid),Homebase,"Denver, CO","Analysis skills, Ruby, AI, Communication skills",N/A,N/A,Mid-level,"$99,900 - $110,000 a year"
Software Development Engineer,Amazon.com Services LLC,"San Luis Obispo, CA","Computer Science, AWS, Cloud security, Software development, Cloud computing",Bachelor's degree,1 year,Entry level,"$99,500 - $200,000 a year"
Software Development Engineer in Test,FlexTrade,"Great Neck, NY",N/A,N/A,N/A,N/A,"$80,000 - $100,000 a year"
Junior Web Application Developer,Settlor,"Denver, CO","Analysis skills, JavaScript, Django, Organizational skills, Vue.js, Flask, Communication skills, Python, Design patterns",Bachelor's degree,1 year,Entry level,"$65,000 - $75,000 a year"
Software Engineer I (Remote),"Permuta Technologies, Inc.",Remote,"Computer science, Azure, Microsoft Outlook, Computer Science, CSS, XML, Tooling, DevOps, Mobile applications, C#, Visio, Microsoft Dynamics 365, UI design, Microsoft Office, .NET, Analysis skills, JavaScript, UX, Organizational skills, SharePoint, Agile, Unit testing, AI, CompTIA Security+, TypeScript, Communication skills, CompTIA A+, HTML, Mobile design",Bachelor's degree,"1 year, Under 1 year",Entry level,"$65,000 - $75,499 a year"
Software Developer - Full Performance,Raytheon,"Sterling, VA","Vulnerability research, AI",N/A,N/A,Mid-level,N/A
Software Developer,"Scheels All Sports, Inc.","Fargo, ND","Computer Science, Software troubleshooting, Basic math, Visual Studio, C#, Android, .NET, SQL, Computer Programming, Grammar Experience",Associate's degree,N/A,Mid-level,N/A
Software Developer/Engineer,ISE Data Systems,"Reston, VA",N/A,N/A,N/A,Entry level,N/A
C# Developer,Reynolds and Reynolds,"Andover, MA","Teamwork, Computer Science, C#, iOS, .NET, Attention to detail, Linux, Leadership",Bachelor's degree,3 years,Mid-level,"$85,000 - $90,000 a year"
Jr. Software Engineer,Spontigo,"Vineyard, UT",N/A,N/A,N/A,N/A,$15 - $25 an hour
Programmer I,Pro Elections LLC,"Murphys, CA","Microsoft Word, Computer science, Microsoft Excel, Microsoft Access, Operating systems, MVC, Software troubleshooting, Relational databases, Windows, Databases, SQL, DHCP, DNS, Django, VBA, Computer Programming, Python, HTML",N/A,N/A,Entry level,$22 - $27 an hour
Software Engineer,Shelter Insurance,"Columbia, MO","Computer Science, Software Engineering, Computer Information Systems, Software development, Information Technology",Bachelor's degree,N/A,Mid-level,"From $68,103 a year"
Application Developer,"Revenova, LLC","Chicago, IL",N/A,N/A,N/A,N/A,"$75,000 - $85,000 a year"
Engineer - Software,JLG,"Greencastle, PA","MATLAB, Computer Science, Engineering, SQL, C++, C, JavaScript, JSON, Communication skills, Python",Bachelor's degree,Under 1 year,Mid-level,"$68,600 - $106,300 a year"
Full Stack,For Safety Inc.,"Phoenix, AZ",N/A,N/A,N/A,Mid-level,N/A
Junior Software Developer,Prescient Edge Federal,"McLean, VA",N/A,N/A,N/A,N/A,N/A
Software Developer,oxford valley pain & surgical ctr,"Bala-Cynwyd, PA","Computer Science, Software Engineering, Software troubleshooting, Software development, Linux, Communication skills",Bachelor's degree,N/A,Mid-level,$17 - $70 an hour
Software Developer,S. J. Rollins Technologies,"Bangor, ME","Web design, AJAX, ASP.NET, MVC, CSS, Software troubleshooting, Bootstrap, RESTful API, IIS, Relational databases, Visual Studio, C#, System design, Microsoft SQL Server, Windows, Responsive web design, .NET, Databases, SQL, OOP, JavaScript, APIs, Scalability, Entity Framework, jQuery, Debugging, HTML",N/A,N/A,Mid-level,N/A
Full Stack React Python Developer,FixedOPS Marketing,"Seattle, WA","React, RESTful API, Full-stack development, DevOps, Adaptive UI/UX design, Git, Responsive web design, UI design, JavaScript frameworks, AWS, JavaScript, PostgreSQL, Problem solving, Next.js, ECMAScript, Back-end development, REST, Scripting, Django, UX, GitHub, APIs, Front-end development, UI, Adobe After Effects, Communication skills, Python, Cross-browser compatibility design, Debugging, Cross-functional communication",Bachelor's degree,3 years,Mid-level,"From $125,000 a year"
Application Development Analyst,The Ohio State University Wexner Medical Center,"Columbus, OH","Information Science, CSS, LAN, Java, Application development, SQL, OOP, JavaScript, IT, HTML",Bachelor's degree,1 year,Mid-level,N/A
Software Developer,Ally Logistics,"Grand Rapids, MI",N/A,N/A,N/A,N/A,N/A
Software Engineering,GE Vernova,"Bellevue, WA",N/A,N/A,N/A,N/A,N/A
Software Developer,Delight Consulting Services,United States,N/A,N/A,N/A,N/A,N/A
Software Engineer II (Contract),Blue Star Partners LLC,"Sylmar, CA","Computer science, Cloud infrastructure, Azure, Computer Science, Software Engineering, Software troubleshooting, React, Web development, Project management, JavaScript, Angular, Organizational skills, APIs, Agile, Communication skills",Bachelor's degree,1 year,Mid-level,$30 - $45 an hour
Software Developer,Apollo Technology Solutions LLC,"Trenton, NJ","Microsoft Office, Natural language processing, ISPF",N/A,5 years,Senior level,N/A
Java Developer,Rapideagle,"San Ramon, CA","CI/CD, Cassandra, Java, Dispatching, Team management, Kafka, Leadership",N/A,7 years,Senior level,$60 - $75 an hour
Software Consultant - AI Trainer,DataAnnotation,"Lancaster, PA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Front-End Developer,Chargebacks911,"Clearwater, FL",N/A,N/A,N/A,N/A,"From $75,000 a year"
Web Application Engineer - AI Trainer,DataAnnotation,"Ramapo, NY","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Engineer Analyst - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Developer,COUNTRY Financial,"Bloomington, IL",SDLC,N/A,2 years,Mid-level,"$66,800 - $91,850 a year"
Software Engineer,Carl's Place LLC,"Milton, WI",N/A,N/A,N/A,N/A,N/A
Software Engineer II,PlayStation Global,"San Francisco Bay Area, CA","Spring Boot, CI/CD, Computer science, Elasticsearch, Microsoft Excel, Cassandra, Kubernetes, XML, Software deployment, Tomcat, Java, Microservices, AWS, Docker, REST, Organizational skills, Software development, Agile, JSON, Kafka, Communication skills, Spring, MySQL",Bachelor's degree,3 years,Mid-level,"$158,900 - $238,300 a year"
.Net MVC C#/WinForms Developer,Intone Networks,"Little Rock, AR","MVC, C#, .NET",N/A,N/A,Mid-level,N/A
Front End Engineer,Qualitest,"Burlingame, CA","Software troubleshooting, React, Social work, Laboratory experience, NoSQL, MongoDB, PHP, JavaScript, Redis, UX, GraphQL",N/A,N/A,Senior level,"$90,000 - $110,000 a year"
Python AWS Developer Only W2,IDC,"Charlotte, NC","AWS, Python",N/A,3 years,Mid-level,N/A
Back End Developer,HealthInsurance.com,Remote,"AJAX, Computer science, Drupal, Azure, Management, Computer Science, Software troubleshooting, Software deployment, Content management systems, C#, NoSQL, MongoDB, Java, Application development, Databases, SQL, Database design, PHP, AWS, JavaScript, Back-end development, Scrum, Data pipelines, Software development, GitHub, APIs, Python, Debugging",Bachelor's degree,3 years,Mid-level,"$100,000 - $140,000 a year"
Software Engineer- Java/ Microservices,Lowe's,"Charlotte, NC","Computer science, Elasticsearch, Computer Science, Sales, MongoDB, Java, PostgreSQL, Redis, Software development, APIs, SDLC",Bachelor's degree,1 year,Mid-level,"$75,300 - $143,100 a year"
Developer,YP Tech Solutions,"Atlanta, GA","Computer Science, Web development, Software coding, Software prototyping, Data analysis skills, Information Systems, .NET, SQL, Analysis skills, Software development, Data visualization",Bachelor's degree,8 years,Entry level,$30.00 - $32.25 an hour
Web Application Developer,State of Wisconsin,"Madison, WI",N/A,N/A,N/A,N/A,$36 - $50 an hour
Software Developer,CABEM Technologies,"Auburndale, MA",N/A,N/A,N/A,N/A,N/A
Software Engineer,Next code placement,"California City, CA","Node.js, Computer Science, CSS, Software troubleshooting, React, Mobile applications, Software implementation, System design, NoSQL, Git, Java, Application development, SQL, Analysis skills, C++, Machine learning, JavaScript, JSP, Django, Ruby, Software development, Agile, Cloud computing, Unit testing, AI, Communication skills, Python, Spring, HTML","Master's degree, Bachelor's degree","1 year, 2 years, Under 1 year",Mid-level,"$84,069.98 - $101,245.57 a year"
Front-end Angular Developer,Intone Networks,"New York, NY",N/A,N/A,N/A,N/A,N/A
UI (Vue.js) Developer,"I-Tech USA, Inc.","Louisville, KY",N/A,N/A,N/A,N/A,$55 - $65 an hour
Software Designer - AI Trainer,DataAnnotation,"Irvine, CA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Senior RPG Programmer / Analyst,Ward Trucking,"Altoona, PA","Operating systems, EDI, SQL, Communication skills",N/A,10 years,Senior level,N/A
Chief Engineer - Software,MORSE Corp,"Cambridge, MA","Computer Science, Software Engineering, DevOps, Analysis skills, Machine learning, Software development, Agile, Cloud computing, AI, Leadership, Communication skills","Master's degree, Bachelor's degree",10 years,Senior level,N/A
Software Developer,Paycom Payroll Llc,"Irving, TX","Jira, Power BI, Business intelligence, EDI, Computer Science, CSS, Management Information Systems, React, XML, Mobile applications, C#, Microsoft SQL Server, SSRS, Application development, SQL, PHP, OOP, Project management, Docker, JavaScript, Accounting, Organizational skills, Payroll, Software development, Project management software, Project management methodology, SSIS, Swift, TypeScript, Communication skills, MySQL, SDLC",Bachelor's degree,N/A,Mid-level,N/A
Python Software Engineer,MORSE Corp,"Cambridge, MA",N/A,N/A,N/A,N/A,N/A
Software Development Engineer in Test (SDET),Paycom Payroll Llc,"Oklahoma City, OK","CI/CD, Computer Science, Management Information Systems, Software troubleshooting, Kubernetes, DevOps, C#, Test automation, Selenium, Java, PHP, JavaScript, Scripting, APIs, Agile, TypeScript, GitLab, Communication skills, MySQL, SDLC","ISTQB Certification, Bachelor's degree",N/A,Mid-level,N/A
Deployment Engineer,Paycom Payroll Llc,"Oklahoma City, OK",N/A,N/A,N/A,N/A,N/A
UI Angular Developer,Intone Networks,"Bellevue, WA","UI development, CSS, JavaScript, Angular, WebRTC, Linux, Middleware, HTML",N/A,N/A,Mid-level,N/A
Angular Developer,Intone Networks,"Malvern, PA",N/A,N/A,N/A,N/A,N/A
AI Machine Learning Engineer,Occidental Petroleum Corporation,"Houston, TX","Machine learning, AI",N/A,N/A,Entry level,N/A
"Software Test Engineer, Entry",Amentum,"Kennedy Space Center, FL","Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Writing skills, System design, Microsoft Office, Bash, Scripting, Software development, Linux, Communication skills, Shell Scripting",Bachelor's degree,N/A,Entry level,N/A
Front-end Developer/Web Designer,Summit Athletic Media,"Charlotte, NC",N/A,N/A,N/A,N/A,N/A
Software Engineer,JPMorganChase,"Jersey City, NJ","Computer science, Oracle, Computer Science, JUnit, Software troubleshooting, Bootstrap, React, J2EE, MongoDB, Tableau, Java, Microservices, AWS, JavaScript, Splunk, REST, Computer Engineering, Angular, Computer Information Systems, Agile, Linux, JSON, Kafka, Unit testing, Maven, Jenkins, Python, Spring, HTML, SDLC",Bachelor's degree,3 years,Mid-level,"$148,500 - $185,000 a year"
Oracle PL/SQL Developer,Intone Networks,"Chicago, IL","Oracle, SQL, PL/SQL",N/A,N/A,Mid-level,N/A
Software Engineering,Valve Software,"Bellevue, WA",N/A,N/A,N/A,Mid-level,N/A
React Developer,Intone Networks,"Washington, DC",React,N/A,N/A,Entry level,N/A
Software Engineer,Harris Computer Systems,"Blair, NE","Azure, Computer Science, CSS, Software troubleshooting, RESTful API, .NET Core, C#, Microsoft SQL Server, Database design, AWS, REST, Angular, GitHub, Agile, TypeScript, Communication skills, HTML",Associate's degree,N/A,Mid-level,N/A
Associate Software AI Developer in Test,Aparavi,"San Francisco Bay Area, CA","Computer science, Engineering, Product management, AI",Bachelor's degree,N/A,Mid-level,"$82,000 - $90,000 a year"
Software Developer,Active911,"Philomath, OR","Node.js, Cassandra, MCP, Full-stack development, iOS, Git, .NET, PHP, Docker, EMT experience, JavaScript, Software development, APIs, Linux, TypeScript, Editing, HTML, MySQL",N/A,3 years,Mid-level,"$76,608 - $111,518 a year"
Entry Level AI/ML Software Engineer for Operational Technology (OT),"Savannah River Nuclear Solutions, LLC","Aiken, SC","TensorFlow, Software Engineering, L Clearance, PyTorch, Software deployment, DevOps, C#, Git, Quality assurance, Software quality assurance, Q Clearance, Machine learning, JavaScript, Organizational skills, Software development, Agile, Cybersecurity, AI, Communication skills, Python, SDLC",Bachelor's degree,N/A,Entry level,N/A
Entry Level Software Developer,MTH Consulting,"Chantilly, VA","Top Secret Clearance, Software troubleshooting, Full-stack development, Software deployment, Software implementation, UI design, .NET, Java, AWS, JavaScript, Software development, Communication skills",Bachelor's degree,3 years,Mid-level,"$75,000 - $94,000 a year"
Front End Developer,Russian School Of Mathematics,"Newton, MA","CI/CD, Cloud architecture, Node.js, CSS, React, Ansible, Software deployment, Test automation, GitLab CI/CD, OOP, AWS, JavaScript, ECMAScript, SASS, Usability, REST, Angular, Front-end development, Web services, GraphQL, TypeScript, GitLab, HTML, SDLC",N/A,N/A,Mid-level,N/A
Electrical Automation Engineer,Scismic,"Norton, VA",N/A,N/A,N/A,N/A,N/A
Full Stack Developer- AI Trainer,DataAnnotation,"Bend, OR","Writing skills, C#, English, SQL, C++, JavaScript, Software development, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Developer - AI Trainer,DataAnnotation,"Lancaster, CA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Developer - AI Trainer (Contract),DataAnnotation,"Greensboro, NC",N/A,N/A,N/A,N/A,From $40 an hour
Software Development Activity,Netheart Technology,Remote,No experience needed,N/A,N/A,Entry level,Up to $1 a year
Junior Developer - Part-time (Vue.js),Teutonic Transportation,"Sharon Hill, PA","RESTful API, DevOps, Git, SQL, AWS, Docker, JavaScript, Redis, Ruby, APIs, Vue.js, Playwright, TypeScript, MySQL",N/A,N/A,Entry level,$50 an hour
Software Development Team Lead - Web,Uline,"Pleasant Prairie, WI","CI/CD, ASP.NET, MVC, Computer Science, Full-stack development, C#, OOP, JavaScript, Leadership, Information Technology",Bachelor's degree,8 years,Senior level,"$121,000 - $160,000 a year"
No Code / Low Code Developer - 1555,Bhired,"Brooklyn, NY","Records management, Communication skills",N/A,N/A,Entry level,"$50,000 - $100,000 a year"
Entry-level IT Developer (Mandarin),International Bank,"New York, NY","Mandarin, Oracle, Computer Science, Microsoft SQL Server, SQL, Analysis skills, Database management, PostgreSQL, Scripting, Communication skills, Banking, Python, PowerShell, Information Technology",Bachelor's degree,Under 1 year,Entry level,$34 - $40 an hour
Software Engineer – Entry Level,"General Dynamics Mission Systems, Inc","Scottsdale, AZ","Software Engineering, Math, Software development, Agile, Debugging",Bachelor's degree,N/A,Entry level,"$82,200 - $84,200 a year"
Back End Developer- AI Trainer,DataAnnotation,"Augusta, GA",N/A,N/A,N/A,N/A,From $40 an hour
Jr. Software Developer,Nova Dynamics,"Philomath, OR","Node.js, CSS, MCP, Full-stack development, Writing skills, R, C++, Software development, Linux, Communication skills, Python, Editing, HTML",N/A,Under 1 year,Entry level,"$85,000 a year"
Software Developer,Oracle,United States,"Computer science, Cloud infrastructure, Oracle, Computer Science, RESTful API, Data structures, Java, Algorithms, C++, Distributed systems, Scripting, Software development, Python, IaaS, Software architecture","Bachelor of Science, Bachelor's degree",N/A,Entry level,N/A
Software Engineer I/II IT Cloud M365 (Entry Level),General Dynamics Electric Boat,"Groton, CT","Computer science, Software Engineering, Computer Engineering, Scripting, ServiceNow, Python, PowerShell","Bachelor of Science, Bachelor's degree",Under 1 year,Entry level,N/A
Software Developer 1 (Hybrid/Remote Opportunity),Stanford University,"Stanford, CA","Full-stack development, AI",Bachelor's degree,3 years,Mid-level,"$86,180 - $129,259 a year"
Software Engineer - AI Trainer,DataAnnotation,"Tallahassee, FL","Writing skills, C#, English, SQL, C++, JavaScript, Software development, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Software Engineer,Johnson & Johnson,"Santa Clara, CA","CI/CD, Computer science, Computer Science, Bash, OOP, C++, Computer Engineering, Scripting, Software development, Agile, Linux, Unit testing, Python, Shell Scripting, FDA regulations","Master's degree, Bachelor's degree",1 year,Mid-level,"$101,000 - $162,725 a year"
IT .Net/SQL Developer *RECENT UNDERGRAD GRADUATE* (GA758449),"Resource Management Associates, LLC","Atlanta, GA",N/A,N/A,N/A,N/A,$32.50 an hour
Senior Firmware Engineer I,Neptune Technology Group Inc.,"Duluth, GA","Jira, FTP, TCP, Schematics, R, Firmware, System design, Microcontrollers, C++, Project management, C, Network protocols, Continuous integration, Computer networking, Scrum, Organizational skills, Unity, Agile, Linux, Unit testing, TCP/IP, Electrical Engineering, Communication skills, Python, Debugging, 4G/LTE","Bachelor of Science, Master's degree, Bachelor's degree, Master of Science",7 years,Senior level,N/A
Software Engineer,Microsoft,"Mountain View, CA","Computer science, Law, Computer Science, C#, Java, C++, C, Machine learning, JavaScript, Data analytics, Data science, AI, Python",Bachelor's degree,N/A,Mid-level,"$81,900 - $174,600 a year"
Software Engineering,GE Vernova,"Bellevue, WA","Computer Science, Data structures, Lean, Continuous integration, Agile, Web services, SDLC",Bachelor's degree,Under 1 year,Entry level,N/A
Front End Web Developer (React),DTN,Remote,"CI/CD, Node.js, CSS, React, Bamboo, Full-stack development, Relational databases, Git, UI design, Databases, AWS, Express.js, Docker, JavaScript, REST, SEO, APIs, GraphQL, TypeScript, HTML",N/A,2 years,Mid-level,"$82,500 - $110,000 a year"
Junior Software Developer,"Na Ali'i Consulting & Sales, LLC.","Arlington, VA",N/A,N/A,N/A,N/A,N/A
.Net MVC C#/WinForms Developer,Intone Networks,"Little Rock, AR","MVC, C#, .NET",N/A,N/A,Mid-level,N/A
Python Developer- AI,Intone Networks,Florida,"Law, NumPy, Pandas, Flask, AI, Python",N/A,4 years,Mid-level,N/A
Web development & project management,Workana,United States,"WordPress, PHP, JavaScript, MySQL",N/A,N/A,Entry level,$50 an hour
No Code (Low Code) Developer role (Full-Time),VELOZ IT SOLUTIONS LLC,Remote,"Software Engineering, Management Information Systems, Enterprise software, Salesforce, Mobile applications, JavaScript, Communication skills, Information management","Bachelor of Science, Bachelor's degree",1 year,Mid-level,"$130,000 - $170,000 a year"
Enterprise Software Developer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,N/A,Mid-level,From $40 an hour
Junior .NET Developer,American business solutions inc,"Atlanta, GA","Computer science, Management, Visual Basic, .NET, SQL",Bachelor's degree,N/A,Entry level,$30 - $32 an hour
Entry Level Software Developer,Property Matrix,"Culver City, CA","Computer Science, CSS, Software troubleshooting, React, Web development, Selenium, Research, Java, SQL, Ruby on Rails, JavaScript, Computer Engineering, Communication skills, Python, HTML",Bachelor's degree,N/A,Entry level,"$50,000 - $80,000 a year"
Software Engineer(Front-End),Disney Entertainment & ESPN Technology,"New York, NY",N/A,N/A,N/A,N/A,"$114,900 - $168,700 a year"
Frontend Developer,Stier Solutions,"Salt Lake City, UT","Computer Science, CSS, React, RESTful API, Kanban, Jest, AWS, JavaScript, SASS, Redux, Computer Information Systems, APIs, IT, S3, Less, GraphQL, Playwright, HTML, Information Technology",Bachelor's degree,N/A,Mid-level,N/A
Front-End Developer,Jacobi Robotics,Remote,"Web design, React, Web development, English, Redux, Graphic Design, Software development, Figma, Leadership, TypeScript",N/A,"5 years, 3 years",Entry level,$20 - $40 an hour
"Software Engineer, Entry",Amentum,"Kennedy Space Center, FL","Oracle, Software troubleshooting, XML, UNIX, Windows, Java, SQL, C++, PostgreSQL, Scripting, Linux, Communication skills, HTML, Information Technology",Bachelor's degree,N/A,Entry level,N/A
Oracle PL/SQL Developer,Intone Networks,"Chicago, IL","Oracle, SQL, PL/SQL",N/A,N/A,Mid-level,N/A
Machine Learning Engineer - Early in Career,Splunk,California,N/A,N/A,N/A,N/A,N/A
Graduate RPA Developer (Entry Level),Blackbook.ai,Remote,"English, Communication skills",Bachelor's degree,N/A,Entry level,"$54,000 - $58,000 a year"
Programmer II,William & Mary,"Williamsburg, VA",N/A,N/A,N/A,N/A,"$70,000 - $80,000 a year"
FRONTEND DEVELOPER,"CMHWorks, LLC",Remote,"ASP.NET, CSS, Bootstrap, React, C#, Git, English, Responsive web design, .NET, SQL, AWS, Docker, Ruby on Rails, JavaScript, SCSS, SASS, REST, Angular, GitHub, Front-end development, Less, JSON, Vue.js, TypeScript, jQuery, HTML",N/A,N/A,Mid-level,$25 - $45 an hour
Senior Software Developer (contract),Pfizer,Remote,"CI/CD, Azure, R, Git, SQL, AWS, Quality control, Software development, GitHub, Cloud computing, Linux, Python, Time management","Master's degree, Master of Science",1 year,Mid-level,$41 - $51 an hour
Software Engineer-IT Manufacturing,Ford Motor Company,"Dearborn, MI","Spring Boot, CI/CD, Management, Computer Science, Management Information Systems, RESTful API, XML, Full-stack development, Test-driven development, Java, SOAP, Analysis skills, JavaScript, REST, Computer Engineering, Angular, Software development, GitHub, Agile, IT, Service-oriented architecture, TypeScript, Design patterns",Bachelor's degree,2 years,Mid-level,N/A
IT Junior Developer,First Horizon Bank,"Memphis, TN",N/A,N/A,N/A,N/A,N/A
Entry Level Java Developer,"Antra, Inc","Sterling, VA","Azure, Computer Science, DevOps, Data structures, System design, NoSQL, Java, Application development, Algorithms, SQL, Database design, OOP, AWS, Network protocols, Agile, Maven, Multithreading, Jenkins, GitLab, Shell Scripting, Network security, SDLC, Design patterns",Bachelor's degree,Under 1 year,Entry level,"$63,000 - $70,000 a year"
Entry Level Software Engineer,Amentum,"Fredericksburg, VA","Jira, DevOps, C#, Employment & labor law, Secret Clearance, Git, C++, Confluence, Software development, Agile, GitLab, SDLC",Bachelor's degree,N/A,Entry level,N/A
Software Developer - Meridian,Idaho Central Credit Union,"Meridian, ID","Node.js, Computer Science, React, RESTful API, XML, C#, Java, Application development, Microservices, SQL, C++, Docker, C, JavaScript, REST, Angular, Computer Information Systems, Software development, Agile, JSON, Swift, Groovy, Python, HTML",Bachelor's degree,1 year,Mid-level,N/A
Software Developer,Luxoft,"New York, NY","Computer science, Computer Science, Git, English, Bash, C++, C, Computer Engineering, Software development, Python, Shell Scripting, SDLC",Bachelor's degree,1 year,Entry level,"$110,000 a year"
Associate Cloud Software Engineer,Lenovo,"Morrisville, NC","Spring Boot, Azure, Computer Science, React, DevOps, Engineering, Data structures, Git, Google Cloud Platform, MongoDB, Java, OOP, AWS, Distributed systems, REST, Angular, Software development, Agile, Web services, Communication skills","Master's degree, Bachelor's degree",Under 1 year,Entry level,N/A
Java Full Stack Developer- Entry Level,"Hemma Systems, Inc",United States,"Spring Boot, CI/CD, Computer Science, CSS, Software troubleshooting, React, RESTful API, Full-stack development, Git, No experience needed, Java, Databases, SQL, JavaScript, PostgreSQL, REST, Angular, Software development, Unit testing, Communication skills, Spring, HTML, Hibernate, MySQL, Information Technology",Bachelor's degree,"1 year, Under 1 year",Entry level,"$80,000 - $150,000 a year"
Software Engineer 1,Onto Innovation,"Milpitas, CA","Computer Science, Software Engineering, Software troubleshooting, Java, C++, JavaScript, Scrum, Software development, Agile, Communication skills, Python","Master's degree, Bachelor's degree",N/A,Entry level,N/A
Software Development Engineer - Front-end,Adobe,"Lehi, UT",N/A,N/A,N/A,N/A,"$93,200 - $170,600 a year"
"Software Developer, Associate",Atlas Van Lines,United States,"Computer Science, Software Engineering, Software development, Debugging, Information Technology",Bachelor's degree,1 year,Entry level,N/A
Software Developer,Intone Networks,"Albany, NY",N/A,N/A,N/A,Mid-level,N/A
.Net/Software Developer,Intone Networks,"Saint Paul, MN",.NET,N/A,N/A,Mid-level,N/A
Front-end Angular Developer,Intone Networks,"New York, NY",Angular,N/A,2 years,Mid-level,N/A
Software Engineer- Java/ Microservices,Lowe's,"Charlotte, NC","Computer science, Elasticsearch, Computer Science, Sales, MongoDB, Java, PostgreSQL, Redis, Software development, APIs, SDLC",Bachelor's degree,1 year,Mid-level,"$75,300 - $143,100 a year"
Software Developer (Frontend),Healthcare Fraud Shield,United States,"ASP.NET, MVC, CSS, Visual Studio, C#, System design, Microsoft SQL Server, Git, .NET, SQL, JavaScript, Software development, Fraud prevention and detection, HTML",Bachelor's degree,3 years,Mid-level,N/A
.Net Developer,Intone Networks,"Washington, DC",.NET,N/A,Under 1 year,Entry level,N/A
Jr. Software Developer,WinShape Foundation,"Rome, GA","Azure, Computer Science, CSS, React, C#, Git, .NET, SQL, Bootcamp, JavaScript, Software development, APIs, Agile, IT, Vue.js, TypeScript, Communication skills",Bachelor's degree,N/A,Entry level,N/A
"Software Test Engineer, Entry",Amentum,"Kennedy Space Center, FL","Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Writing skills, System design, Microsoft Office, Bash, Scripting, Software development, Linux, Communication skills, Shell Scripting",Bachelor's degree,N/A,Entry level,N/A
