Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
EMBEDDED SOFTWARE ENGINEER,"Syn-Tech Systems, Inc.","Tallahassee, FL","Git, Java, C++, C, Embedded software",degree,relevant years,N/A,$67K - $107K (Employer est.)
Software Engineer III - Secret/Top Secret Clearance,Chickasaw Nation Industries,"Fort Meade, MD","Computer science, Software troubleshooting, SAS, R","degree, certification, education, bachelor",(5) years,N/A,N/A
Senior Firmware/FPGA Design Engineer,Leidos,"Huntsville, AL","MATLAB, Operating systems, FPGA, Firmware, System design","education, associate, degree, master, bachelor",8-12 years,N/A,$105K - $189K (Employer est.)
Principal Engineer Software - BM/SRM Software Analyst (24-345),Northrop Grumman,"Huntsville, AL","Computer science, MATLAB, Gradle, XML, Data structures","degree, education, master, bachelor","3 years, 5 years, 3-5 years",N/A,$102K - $154K (Employer est.)
Sr Staff Software Engineer,GE Aerospace,"Evendale, OH","MATLAB, TCP, Data structures, Configuration management, Analysis skills","degree, certification, bachelor",5 years,N/A,$108K - $143K (Glassdoor est.)
Emulation Software Engineer,Etched,"Cupertino, CA","Performance tuning, Software troubleshooting, C++, C, Scripting",associate,N/A,N/A,$150K - $275K (Employer est.)
Software Engineer,Carepoint Healthcare LLC,"Schaumburg, IL","Operating systems, Medicare, Relational databases, .NET Core, NoSQL","education, bachelor",2 years,N/A,$90K - $120K (Employer est.)
Software Engineer,Johnson & Johnson,"Santa Clara, CA","CI/CD, Computer science, OOP, C++, Scripting","degree, master, bachelor",2+ years,N/A,$101K - $163K (Employer est.)
C++ Software Engineer,"SG Cap Trading, LLC.","Chicago, IL","Rust, C++, C, Software development, Communication skills","degree, education, bachelor",3 years,N/A,$120K - $180K (Employer est.)
Front-End Developer,Jacobi Robotics,Remote,"Web design, React, Web development, English, Redux",N/A,N/A,N/A,$20.00 - $40.00 Per Hour (Employer est.)
Full Stack Developer- AI Trainer,DataAnnotation,"Sparks, NV","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
"R&D Engineer -Software (Andover, MA)",Smith & Nephew,"Andover, MA","Kanban, DevOps, Laboratory experience, OOP, C++","education, master, bachelor",2 years,N/A,$71K - $109K (Glassdoor est.)
Software Developer,CABEM Technologies,"Lexington, KY","Computer science, Operating systems, Oracle, MVC, CSS","degree, education, bachelor",1-3 years,N/A,N/A
Software Engineer I,Payscale,"Seattle, WA","Management, Node.js, CSS, JUnit, Bootstrap","degree, education, bachelor",1-3 years,N/A,$94K - $142K (Employer est.)
"Senior Software Engineer - Integration (ONSITE, IN)",Allied Solutions,"Carmel, IN","CI/CD, Computer science, Management, XML, Customer service","education, associate, degree, certification, bachelor, diploma","5-7 years, (5-7 years",N/A,$96K - $139K (Glassdoor est.)
Full-Stack Engineer P30,Adobe,"San Francisco, CA","Computer science, Node.js, React, Java, JavaScript","education, associate, degree, certification, bachelor, diploma","5-7 years, (5-7 years",N/A,$113K - $206K (Employer est.)
"Software Engineer, C++, 2+ Years Of Experience",Snapchat,"Los Angeles, CA","TensorFlow, Computer science, C++, C, Machine learning",N/A,"equivalent years, 2+ years",N/A,$133K - $235K (Employer est.)
Software Engineer - C++/C#,Quest Global,"Madison, WI","C#, System design, Windows, C++, SDLC","degree, bachelor",2 years,N/A,$73K - $114K (Glassdoor est.)
Sr. Software Engineer (Oracle EBS-Supply Chain),Subaru of America,"Camden, NJ","Computer science, Pricing, Oracle, Order management system, XML","degree, education",8+ years,N/A,$83K - $118K (Employer est.)
SCADA/MES Developer,Heartland F P G,"Carmel, IN","Software troubleshooting, XML, Warehouse management system, SOAP, SQL","degree, bachelor",N/A,N/A,N/A
Full-Stack Software Developer,Puretec Industrial Water,"Oxnard, CA","CI/CD, Software deployment, ERP systems, Git, PHP","education, diploma",2 years,N/A,$38.00 - $50.00 Per Hour (Employer est.)
Golang and React.js Software Engineer (REMOTE) - NSR,Can-Am Consultants,Remote,"Oracle, Go, React, Microsoft SQL Server, NoSQL","degree, education, bachelor",5 years,N/A,$85.00 Per Hour (Employer est.)
Software Engineer,Amex,"Phoenix, AZ","CI/CD, Cloud architecture, JUnit, Software deployment, Cucumber",doctor,3+ years,N/A,$85K - $150K (Employer est.)
Software Engineer- Data,Statsig,"Bellevue, WA","Data modeling, Rust, Node.js, React, Big data",doctor,3+ years,N/A,$140K - $145K (Employer est.)
Junior Software Developer,Delmarva Digital,"Laurel, DE","Analysis skills, Software development, Communication skills",doctor,3+ years,N/A,N/A
Backend Engineer (Remote),Alma,California,"Immigration law, Microservices, AWS, PostgreSQL, APIs",graduate,"7+ years, 7 years, with years, 5+ years",N/A,$4K - $9K (Employer est.)
Cloud Software Engineer,Stanford Health Care,"Newark, CA","Web design, CI/CD, AJAX, Azure, CSS","degree, education, bachelor","2+ years, 3+ years, 5 years",N/A,$64.58 - $85.57 Per Hour (Employer est.)
Junior Automation Engineer (Entry-Level),Corvid Technologies LLC,"Mooresville, NC","Computer science, Management, Software troubleshooting, Software deployment, OOP","education, phd, degree, master, bachelor",N/A,N/A,$81K - $104K (Glassdoor est.)
Lead Software Engineer – Advice & Planning Platform (Portfolio Construction) - Full-Time Remote Opportunity,T. Rowe Price,"Owings Mills, MD","Wealth management, Cash flow analysis, Test automation, Java, REST","education, associate, degree, master, bachelor",8+ years,N/A,$142K - $303K (Employer est.)
C# .NET Developer (No Sponsorship/ No Remote),Town Fair Tire,"East Haven, CT","Jira, AJAX, ASP.NET, Computer science, CSS","degree, bachelor",2-4 years,N/A,$47K - $80K (Glassdoor est.)
Software Engineer - Frontend Development,Metron,"Reston, VA","Web design, Node.js, CSS, React, Java","degree, bachelor",40 years,N/A,$116K - $174K (Glassdoor est.)
E-Commerce Web Developer in house only - for immediate hiring,HTM-MBS LLC,"Tampa, FL","Adobe Photoshop, Drupal, Microsoft Excel, CSS, Adobe Illustrator","degree, bachelor",40 years,N/A,$20.00 - $30.00 Per Hour (Employer est.)
Senior Software Engineer,ASML,"San Diego, CA","Computer science, Microsoft Excel, Configuration management, OOP, C++",N/A,N/A,N/A,$144K - $240K (Employer est.)
Software Systems Engineer,Leidos,"North Charleston, SC","Microsoft Windows Server, System administration, Oracle, Enterprise software, Solaris","degree, certification, education, bachelor","2+ years, 5+ years, 4+ years",N/A,$68K - $122K (Employer est.)
Uncrewed Vehicle Software Engineer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD","TensorFlow, 2D animation, Software troubleshooting, C++, C","education, associate, degree, certification, bachelor",5 years,N/A,$90K - $230K (Employer est.)
Full Stack Developer 1,OPERS,"Columbus, OH","Java, SQL, Analysis skills, JavaScript, REST","education, associate, degree, certification, bachelor",5 years,N/A,$70K (Employer est.)
System Engineer - Software Architect,Space EA Systems,"Denver, CO","Analysis skills, Distributed systems, Requirements analysis, Systems engineering, Software development","associate, degree, bachelor","5+ years, 3 years",N/A,$180K - $230K (Employer est.)
HPC Software Integration Engineer,BAE Systems,"Annapolis Junction, MD","Computer science, Windows, Analysis skills, IT, Linux","education, degree, certification, master, bachelor","10 years, education/ years, 2 years, 5 years",N/A,$137K - $232K (Employer est.)
Software Engineer,Matthews International Corporation,"Cincinnati, OH","Microsoft Outlook, Microsoft Office, Analysis skills, Programmable logic controllers, Communication skills","associate, degree, education, bachelor",3+ years,N/A,$86K - $113K (Glassdoor est.)
Sr. Robotics Software Engineer,"Myomo, Inc","Boston, MA","TensorFlow, MATLAB, English, C++, C",phd,2-4 years,N/A,$101K - $158K (Glassdoor est.)
Embedded Software Developer,Leidos,"Huntsville, AL","Software troubleshooting, Laboratory experience, C++, C, Assembly language","degree, education, bachelor","4 years, 2 years",mid-level,$85K - $154K (Employer est.)
Mission Management Software Integration Engineer,Bell Textron Inc.,"Fort Worth, TX","Software development, Agile","degree, certification, bachelor","30 years, plus years, 3 years",N/A,$79K - $113K (Glassdoor est.)
"Software Development Engineer, Elastic Container Services","Amazon Development Center U.S., Inc.","Seattle, WA","Computer science, AWS, Software development, S3, SDLC","degree, bachelor","2+ years, 3+ years",N/A,$129K - $224K (Employer est.)
Senior Software Engineer (SAP Commerce / Hybris),Universal Orlando,"Orlando, FL","Hybris, SAP, Software development","degree, education, bachelor","5+ years, 3+ years",N/A,$74K - $135K (Glassdoor est.)
Software Engineer - Equities/ETFs,Optiver,"New York, NY","Computer science, FPGA, C++, C",N/A,N/A,N/A,$175K (Employer est.)
Jr. Software Engineer,Align Technology,"Morrisville, NC","Jira, CI/CD, Bamboo, Web development, DevOps",N/A,N/A,N/A,$97K - $131K (Glassdoor est.)
Software Engineer - Kubernetes Networking,Datadog,"Boston, MA","Performance tuning, Computer science, Go, Kubernetes, Mentoring","degree, bachelor",4+ years,N/A,$130K - $300K (Employer est.)
Software Engineer - Front-end,Lowe's,"Charlotte, NC","Computer science, CSS, React, Sales, DevOps","associate, degree, education, bachelor","100 years, 2 years",N/A,$75K - $143K (Employer est.)
"SOFTWARE ENGINEERS, entry level",FLASH Technology Group,"Annapolis Junction, MD","Computer science, System design","degree, bachelor, certificate",(4) years,entry level,$119K - $135K (Employer est.)
Private Cloud - Software Engineer,Hewlett Packard Enterprise,"Durham, NC","CI/CD, Computer science, TCP, Management, Gradle","education, degree, certification, master, bachelor",5+ years,N/A,$118K - $270K (Employer est.)
Software Engineer - Compute Platform,Lowe's,"Charlotte, NC","CI/CD, Computer science, TCP, System administration, Operating systems","education, degree, certification, master, bachelor",5+ years,N/A,$75K - $143K (Employer est.)
Software Engineer,NYC HOUSING AUTHORITY,"New York, NY","Computer science, Oracle, XML, SOAP, SQL","degree, education, bachelor","4 years, four years, eight years",N/A,$75K - $140K (Employer est.)
Software Engineer II,Warner Bros. Discovery,"New York, NY","CI/CD, CSS, DevOps, Responsive web design, AWS",N/A,N/A,N/A,$99K - $185K (Employer est.)
Software Engineer,"SONIFI Solutions, Inc.","Sioux Falls, SD","Computer science, C++, C, JavaScript, Product management","degree, education, bachelor","40 years, 2+ years",N/A,$75K - $105K (Glassdoor est.)
"Software Engineer, Performance (US Remote Available)",Splunk,"Washington, DC","Computer science, Go, Enterprise software, Git, Microservices",N/A,N/A,N/A,$117K - $201K (Employer est.)
Software Engineer-Hybrid in Chicago,Rewards Network,"Chicago, IL","CI/CD, Relational databases, Databases, Microservices, Data management","graduate, degree, bachelor","40 years, 3-5 years",N/A,$120K - $176K (Employer est.)
Associate Software Development Engineer,Delta Airlines,"Atlanta, GA","CI/CD, Cloud infrastructure, Oracle, Multilingual, DevOps","associate, degree, bachelor, diploma","0-2 years, 18 years",N/A,$87K - $119K (Glassdoor est.)
Software Engineer Sr - Vehicle Software,Oshkosh Vocational - Tennessee,"Murfreesboro, TN","MATLAB, Software troubleshooting, SQL, C++, C","associate, degree, bachelor, diploma","0-2 years, 18 years",N/A,$78K - $122K (Employer est.)
Sr. Software Engineer - Computational Social Science,University of Miami,"Miami, FL","Data mining, R, Research, Machine learning, Natural language processing","graduate, education, phd, doctor",two years,N/A,$100K - $130K (Employer est.)
Software Engineer II,TruBridge,Remote,"Computer science, OOP, Product development, Agile, IT","degree, certification, education, bachelor",4 years,N/A,N/A
Software Engineer,PublicSquare,"West Palm Beach, FL","CI/CD, React, Magento, PHP, JavaScript","degree, certification, education, bachelor",4 years,N/A,$108K - $115K (Employer est.)
Software Engineer Opportunities,Central Mutual Insurance Company,"Dublin, OH",N/A,"degree, certification, education, bachelor",4 years,N/A,$89K - $127K (Glassdoor est.)
Software Engineer (Backend/Fullstack) - Early in Career,Splunk,Colorado,"CI/CD, Azure, Go, Kubernetes, Writing skills","education, master, bachelor",2+ years,N/A,$119K - $164K (Employer est.)
Software Engineer - Application Integration,Jeffco Public Schools,"Golden, CO","AJAX, ASP.NET, Computer science, Microsoft Excel, Microsoft Access","education, certificate, degree, certification, bachelor",5+ years,N/A,$91K - $109K (Employer est.)
Software Developer 4,"Value Added Solutions, Inc.","Los Alamos, NM","Process improvement, Database design, Software development, Project management methodology, Agile","graduate, degree, education, bachelor",12 years,N/A,$101K - $162K (Glassdoor est.)
Software Engineer II - Enterprise AI for Operations,"The Travelers Companies, Inc.","Hartford, CT","CI/CD, Kubernetes, Git, Test-driven development, Microservices",education,160 years,N/A,$117K - $193K (Employer est.)
Software Engineer,Allstate,Illinois,"CI/CD, Authentication, Management, Gradle, Git","graduate, associate","90 years, 3-6 years",N/A,$67K - $121K (Employer est.)
Principal Engineer - Capital Markets,comerica,"Frisco, TX","Jira, JUnit, Ansible, Enterprise software, DevOps","degree, certification, education, bachelor","7 years, 5+ years, 12 years, 6 years, 5 years",N/A,$120K - $169K (Glassdoor est.)
Embedded Practice Expert,Tata Technologies,"Detroit, MI","Embedded software, Software development",degree,15 years,N/A,$42.67 - $51.39 Per Hour (Employer est.)
Senior Embedded Software Engineer,"Creative Digital Systems Integration, Inc.","Simi Valley, CA","Computer science, TCP, Signal processing, Software troubleshooting, Test-driven development","degree, certification, education, bachelor","(7+ years, (1+ years, (5+ years, (2+ years, 2+ years, 7+ years, 6 years",N/A,$135K - $180K (Employer est.)
Software Engineer,INFINITY SYSTEMS ENGINEERING LLC,"Colorado Springs, CO","Fortran, Java, C++, C, Embedded software","associate, degree, education, bachelor",varying years,senior level,$98K - $158K (Employer est.)
Software Engineer,JT4,"North Las Vegas, NV","System administration, Oracle, React, Kubernetes, XML","education, doctorate, degree, certification, master, bachelor, doctor","seven years, four years, ten years, two years",N/A,$91K - $120K (Employer est.)
Sr. Software Engineer,AT&T,"Alpharetta, GA","Jira, Computer science, Oracle, JUnit, Software troubleshooting","degree, education, bachelor","2+ years, 5+ years",N/A,$131K - $196K (Employer est.)
Senior Software Engineer,Ramp Financial,"New York, NY","Azure, Kubernetes, Load balancing, Google Cloud Platform, Databases",master,"4 years, 3 years",N/A,$188K - $259K (Employer est.)
Software Developer - C#,Siemens,"Grand Prairie, TX","ASP.NET, System administration, Microsoft Excel, Microsoft Access, Node.js","degree, master, bachelor",1+ years,N/A,$67K - $116K (Employer est.)
Software Engineer (Full Stack),Reputation,"Lehi, UT","CI/CD, Elasticsearch, Management, Node.js, React",N/A,2-5 years,N/A,$97K - $149K (Glassdoor est.)
Sr. Software Engineer (Primarily Backend),"Virtuoso, Ltd.","Seattle, WA","ASP.NET, Computer science, React, Test automation, Distributed systems","degree, education, bachelor",6+ years,N/A,$155K - $165K (Employer est.)
Digital Signal Processing (DSP) Software Developer II (Onsite),Raytheon,"Aurora, CO","CI/CD, Go, Signal processing, C++, Signals intelligence","associate, degree, education, bachelor","100 years, 2 years",N/A,$66K - $130K (Employer est.)
Software Developer 2,State of Montana,Montana,"JBoss, Oracle, Software troubleshooting, XML, Microsoft SQL Server","degree, education, bachelor",two years,N/A,$38.36 - $39.54 Per Hour (Employer est.)
Automation and Controls Engineer,Nelson Integrated,"Caldwell, ID","AutoCAD, System design, SQL, Programmable logic controllers, Robot programming","degree, bachelor",more years,N/A,$80K - $130K (Employer est.)
Software Engineer II,Microsoft,United States,"CI/CD, AJAX, Management, Node.js, CSS","degree, bachelor","2+ years, two years, 1+ years",N/A,$98K - $209K (Employer est.)
Entry Level Site Reliability Engineer (DevOps),Reynolds and Reynolds,"Tallahassee, FL","Computer science, Microsoft Excel, Operating systems, DevOps, C#","associate, degree, certification, bachelor",N/A,N/A,$70K - $75K (Employer est.)
Senior Java Software Engineer,Fidelity TalentSource,"Smithfield, RI","CI/CD, Oracle, Node.js, CSS, Kubernetes","associate, degree, bachelor",8+ years,N/A,$60.00 - $102.35 Per Hour (Employer est.)
Lead - Software Engineer,Matthews International Corporation,"Cincinnati, OH","Microsoft Outlook, Microsoft Office, Analysis skills, Communication skills","degree, education, master, bachelor",8+ years,N/A,$98K - $141K (Glassdoor est.)
Software Engineer,FLYMOTION,"Tampa, FL","Rust, Go, Software troubleshooting, React, C#","associate, degree","2+ years, 2 years",N/A,$65K (Employer est.)
Software Engineer - Data API,Costco Wholesale,"Seattle, WA","CI/CD, Google Docs, Azure, Oracle, Kubernetes",N/A,N/A,N/A,$105K - $190K (Employer est.)
Software Developer,Oracle,"Austin, TX","Oracle, Software troubleshooting, System design, Git, Java","associate, degree, master",4 years,N/A,$94K - $146K (Glassdoor est.)
Lead Software Engineer – Advice & Planning Platform (Portfolio Construction) - Full-Time Remote Opportunity,T. Rowe Price,"Owings Mills, MD","Wealth management, Cash flow analysis, Test automation, Java, REST","education, associate, degree, master, bachelor",8+ years,N/A,$142K - $303K (Employer est.)
Frontend Software Engineer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Computing & Software Systems Engineer (TDD ArchSS),CRL Technologies,"Huntsville, AL","Test-driven development, Math, Systems engineering","degree, bachelor",N/A,N/A,N/A
Sr Software Engineer (Salesforce),"The Travelers Companies, Inc.","Atlanta, GA","APIs, Leadership, Communication skills","degree, education, bachelor","three years, 160 years, five years",N/A,$136K - $224K (Employer est.)
Sr Staff Software Engineer,GE Aerospace,"Evendale, OH","MATLAB, TCP, Data structures, Configuration management, Analysis skills","degree, education, bachelor","three years, 160 years, five years",N/A,$108K - $143K (Glassdoor est.)
Golang and React.js Software Engineer (REMOTE) - NSR,Can-Am Consultants,Remote,"Oracle, Go, React, Microsoft SQL Server, NoSQL","degree, education, bachelor",5 years,N/A,$85.00 Per Hour (Employer est.)
Full Stack Developer 1,OPERS,"Columbus, OH","Java, SQL, Analysis skills, JavaScript, REST","associate, degree, education, bachelor",4 years,N/A,$70K (Employer est.)
Software Engineer II,Blackhawk Network,"Coppell, TX","Relational databases, Data structures, Java, SQL, AWS","certification, education",2+ years,N/A,$78K - $101K (Employer est.)
Software Engineer II,TruBridge,Remote,"Computer science, OOP, Agile, IT, Time management","degree, certification, education, bachelor",8 years,N/A,N/A
App Engineer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Software Dev Engineer,Amazon.com Services LLC,"Seattle, WA","Relational databases, C#, Java, Databases, OOP","graduate, degree, master, bachelor",not years,N/A,$100K - $200K (Employer est.)
Software Engineer,ITI Engineering,"Winter Springs, FL","Node.js, React, Windows, Application development, C++","degree, bachelor",2 years,N/A,$74K - $112K (Glassdoor est.)
Software Engineer,Avero,"South Bend, IN","C++, C","degree, bachelor",2 years,N/A,N/A
Software Engineer,Nokomis Inc,"Canonsburg, PA","TCP, XML, Visual Studio, C#, Git",N/A,N/A,N/A,$79K - $113K (Glassdoor est.)
Engineer II (Software Engineer),The Manitowoc Company,"Shady Grove, PA","System design, C, Software testing, Crane, Communication skills","degree, education, bachelor",(3) years,N/A,$71K - $107K (Employer est.)
Software Engineer Backend - Slack,Salesforce,"Chicago, IL","Jira, CI/CD, CSS, JUnit, Git","degree, education, master",(2) years,N/A,$167K - $276K (Employer est.)
Senior Software Developer - Web,Uline,"Waukegan, IL","CI/CD, ASP.NET, MVC, Web development, C#","degree, education, bachelor",5+ years,N/A,$96K - $148K (Employer est.)
Firmware/ Software engineer - Mid Level,"Alare Technologies, LLC","Moorpark, CA","MATLAB, Schematics, C#, Firmware, Windows","certification, education, bachelor",3+ years,N/A,$90K - $140K (Employer est.)
Senior Software Engineer,Fidelity TalentSource,"Smithfield, RI","CI/CD, Computer science, Software deployment, DevOps, Test automation","associate, b.s.",5+ years,N/A,$55.00 - $102.35 Per Hour (Employer est.)
Software Engineer II,"VIZIO, Inc.","Dallas, TX","Application development, C++, UX, Linux, Software architecture","associate, degree, bachelor","3+ years, 1+ years",N/A,$88K - $114K (Glassdoor est.)
"Software Engineer/Programmer (Javascript, React, Redux, Node JS and AWS in an Agile Development)",Corelleaf Design Studio,"Milan, IL","CI/CD, Node.js, Software troubleshooting, React, System design","degree, certification, education","(4 years, 3 years",entry level,$55.00 - $57.00 Per Hour (Employer est.)
Linux Software Engineer,"General Dynamics Mission Systems, Inc","San Antonio, TX","Operating systems, Git, OS Kernels, C, Agile","degree, certification, education","(4 years, 3 years",entry level,$170K - $189K (Employer est.)
Software Engineer,Peraton,"Reston, VA","Jira, Network administration, Azure, Java, AWS","associate, degree, phd, bachelor","10 years, 14 years, 16 years",N/A,$190K - $304K (Employer est.)
Software Engineer - Einstein Platform,Salesforce,"San Francisco, CA","TensorFlow, Kubernetes, Big data, Software deployment, Spark","associate, degree, phd, bachelor","10 years, 14 years, 16 years",N/A,$126K - $237K (Employer est.)
Senior Digital Signal Processing (DSP) Software Developer (Onsite),Raytheon,"Aurora, CO","CI/CD, Go, Signal processing, C++, Signals intelligence","associate, degree, phd, bachelor","10 years, 14 years, 16 years",N/A,$82K - $164K (Employer est.)
"Software Engineer, AI Platform (FULLY REMOTE)-US Citizenship Required",Splunk,Remote,"TensorFlow, CI/CD, Cloud infrastructure, Azure, Go","associate, degree, phd, bachelor","10 years, 14 years, 16 years",N/A,$117K - $161K (Employer est.)
Software Engineer,Microsoft,United States,"Authentication, Azure, Big data, C#, Spark","degree, bachelor","2+ years, two years",N/A,$98K - $209K (Employer est.)
Software Developer/Engineer (All Levels),Kythera Space Solutions,"Bethesda, MD","MATLAB, React, Calculus, Writing skills, Data structures","degree, education, bachelor",N/A,N/A,$85K - $140K (Employer est.)
"Senior Software Engineer, Front End",Information Technology Senior Management Forum,"Richmond, VA","Azure, Node.js, CSS, React, Test-driven development","associate, degree, education, bachelor","3+ years, 5+ years, 2+ years, 3 years, 1+ years",N/A,$144K - $181K (Employer est.)
Software Engineer,Frontline Wildfire Defense,California,"CI/CD, Cloud infrastructure, Node.js, Internet of things, Kubernetes",N/A,3+ years,senior level,$100K - $160K (Employer est.)
Lead Django Backend Engineer,TextMe,"San Francisco, CA","Cloud infrastructure, Cassandra, Test-driven development, AWS, Redis",N/A,N/A,N/A,$100K - $200K (Employer est.)
Computing & Software Systems Engineer (TDD ArchSS),CRL Technologies,"Lexington Park, MD","Test-driven development, Math, Systems engineering","associate, degree, education, bachelor","(6) years, (4) years",N/A,N/A
Software Quality Assurance Engineer,Whisker,"Auburn Hills, MI","Computer science, Internet of things, Mobile applications, iOS, LoadRunner","associate, degree, education, bachelor","(6) years, (4) years",N/A,$77K - $112K (Glassdoor est.)
Software Test Engineer,Leidos,"Huntsville, AL","Jira, SAFe, Configuration management, Test automation, Git","degree, education, master, bachelor","3 years, 2 years, 5 years",N/A,$85K - $154K (Employer est.)
HPC Software Integration Engineer,BAE Systems,"Annapolis Junction, MD","Computer science, Windows, Analysis skills, IT, Linux","education, degree, certification, master, bachelor","10 years, education/ years, 2 years, 5 years",N/A,$137K - $232K (Employer est.)
Engineer Principal – Software Quality Assurance,BAE Systems,"Broomfield, CO","Jira, Management, Waterfall, Project management, SVN","ph.d, degree, education, master","six years, two years",N/A,$116K - $197K (Employer est.)
Principal Software Engineer,Liberty Mutual,"Plano, TX","Cloud architecture, Node.js, React, MongoDB, AWS","education, degree, certification, master, bachelor",N/A,N/A,$117K - $207K (Employer est.)
"Sr. Specialist, Software Engineer",L3Harris Technologies,"Fort Wayne, IN","Jira, Software deployment, DevOps, Git, Windows","graduate, degree, master, bachelor","6-9 years, 4-7 years, 13 years",N/A,N/A
Senior Software Engineer (Front-End),Carbon Robotics,"Seattle, WA","Software troubleshooting, React, Machine learning, AI, TypeScript",doctor,5+ years,mid level,$150K - $195K (Employer est.)
Software Engineer I/II,Karagozian & Case,"Glendale, CA","TensorFlow, CI/CD, Calculus, C#, Fortran","education, phd, bachelor",N/A,N/A,$87K - $128K (Employer est.)
Software Engineer,Shipment Trackers Inc,"York, PA","Jira, Computer science, CSS, React, Web development","degree, bachelor",N/A,N/A,$85K - $100K (Employer est.)
Front End and Analytics Developer to Modernize Cybersecurity Systems,"CyberBalance, LLC",Remote,"Computer science, Crystal Reports, Power BI, CSS, Bootstrap","degree, bachelor","3+ years, 3 years",N/A,N/A
Software Engineer - Java/React,Lowe's,"Charlotte, NC","CI/CD, Computer science, React, Sales, DevOps","associate, degree, education, bachelor","4 years, 100 years, 2 years",N/A,$75K - $143K (Employer est.)
Junior CI/CD Engineer,Parsons,"Aberdeen, MD","CI/CD, Kubernetes, Software deployment, Docker, Scripting","associate, degree, education, bachelor","4 years, 100 years, 2 years",N/A,$83K - $146K (Employer est.)
Cloud Engineer,"ERP International, LLC","Fort George G Meade, MD","Jira, CI/CD, Azure, Operating systems, Kubernetes","degree, certification, education, bachelor","3 years, 5+ years, 5 years",N/A,$140K - $190K (Employer est.)
Software Engineer,"Four Sea Group, Inc.","Littleton, CO","CI/CD, TestNG, Azure, Rust, JUnit","associate, degree, education, bachelor",4+ years,N/A,$85K - $141K (Glassdoor est.)
Assoc Software Engineer,"Deltek, Inc.","Herndon, VA","Computer science, Software troubleshooting, Mobile applications, Data structures, Java","degree, education, bachelor",N/A,N/A,$101K - $135K (Glassdoor est.)
Embedded Software Engineer,"Automation Displays, Inc.","Eau Claire, WI","AutoCAD, TCP, Schematics, Electrical engineering, Microsoft Office","degree, education, bachelor",N/A,N/A,$80K - $87K (Employer est.)
Software Engineer ll,Hertz,"Seattle, WA","Computer science, Data structures, Communication skills, SDLC","education, b.s.","on years, 2-4 years",N/A,$120K - $150K (Employer est.)
Senior Software Engineer,Cox Manufacturing,"San Antonio, TX","C#, Microsoft SQL Server, .NET, PostgreSQL, Software development",education,12+ years,N/A,$115K (Employer est.)
[HackerRank] Software Engineer Graduate (TikTok Short Video) - 2025 Start (Bachelors/Master),TikTok,"Los Angeles, CA","Computer science, Go, C#, Java, C++","graduate, degree, master, bachelor",N/A,N/A,$119K - $168K (Employer est.)
Hogan Staff Engineer,comerica,"Frisco, TX","DevOps, FileAid, COBOL, Agile, Debugging","degree, certification, education, bachelor","4 years, 12 years",N/A,$91K - $137K (Glassdoor est.)
Senior Software Development Engineer,Delta Airlines,"Atlanta, GA","CI/CD, Management, Ansible, Software deployment, DevOps","degree, bachelor, diploma","4 years, 18 years, 7 years",N/A,$117K - $147K (Glassdoor est.)
Software Engineer II (Java Full-Stack),JPMorganChase,"Jersey City, NJ","CI/CD, CSS, Software troubleshooting, React, DevOps",certification,"2+ years, 200 years",N/A,$119K - $150K (Employer est.)
Software Engineer - Payments,Brigit,"New York, NY","Kubernetes, Google Cloud Platform, Java, SQL, Docker",certification,"2+ years, 200 years",N/A,$135K - $180K (Employer est.)
Embedded Software Engineer,Space Information Laboratories,"Santa Maria, CA","Microsoft Powerpoint, Microsoft Word, MATLAB, Microsoft Excel, Operating systems","degree, education, master, bachelor","(5) years, 3 years",N/A,$79K - $167K (Employer est.)
Sentinel Manager Software Engineering 2 - 10765-1,Northrop Grumman,"Roy, UT","Management, Kanban, C++, Driving, Requirements management","education, degree, certification, master, bachelor","4 years, additional years, 6 years",N/A,$135K - $203K (Employer est.)
Solidworks Design Engineer Automation,TriMech Services,"Memphis, TN","SolidWorks, Drafting","degree, bachelor","5+ years, 5 years",N/A,$76K - $109K (Glassdoor est.)
Sr Software Engineer - DevSecOps/Cyber focus,General Dynamics Information Technology,"Macdill AFB, FL","Jira, CI/CD, Computer science, Social media management, AWS","degree, certification, education","5+ years, + years",N/A,$111K - $150K (Employer est.)
Software Engineer,ShippersEdge,"Burnsville, MN","Web design, SFTP, Node.js, EDI, React","degree, education",3+ years,N/A,$78K - $85K (Employer est.)
Junior Automation Engineer (Entry-Level),Corvid Technologies LLC,"Mooresville, NC","Computer science, Management, Software troubleshooting, Software deployment, OOP","education, phd, degree, master, bachelor",N/A,N/A,$81K - $104K (Glassdoor est.)
C# .NET Developer (No Sponsorship/ No Remote),Town Fair Tire,"East Haven, CT","Jira, AJAX, ASP.NET, Computer science, CSS","degree, bachelor",2-4 years,N/A,$47K - $80K (Glassdoor est.)
