Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary,salary_min,salary_max,salary_avg,salary_type,salary_standardized,state,standardized_title,education_level,experience_level,job_level
Oracle PL/SQL Developer,Agiles Enterprise,Remote,,,,,$59.94 - $63.33 an hour,59.94,63.33,61.635,hourly,128200.8,Remote,Other Engineering,,,
Java Developer - W2 role,VIDUSHI INFOTECH,"Dallas, TX","React, Java",,,Mid-level,$53.24 - $64.11 an hour,53.24,64.11,58.675,hourly,122044.0,TX,Other Engineering,,,2
.NET Software Engineer,Client Command,"Cumming, GA","CI/CD, RESTful API, Kanban, .NET Core, C#, .NET, SOAP, AWS, Docker, Terraform, REST, GitHub, APIs, Linux, JSON",,,Mid-level,,,,,unknown,,GA,Software Engineer,,,2
Web Developer I,Kirkwood Community College,"Cedar Rapids, IA","SSO, Computer science, Computer Science, Kubernetes, Web development, Customer service, Load balancing, C#, Microsoft SQL Server, Windows, .NET, Application development, SQL, PHP, Docker, JavaScript, Scripting, Organizational skills, Software development, Computer skills, Linux, GitLab, Communication skills, PowerShell","Bachelor's degree, Associate's degree",2 years,Mid-level,"$66,198 a year",66198.0,66198.0,66198.0,yearly,66198.0,IA,Other Engineering,2,1,2
Angular Developer,Intone Networks,"Malvern, PA",Angular,,,Entry level,,,,,unknown,,PA,Frontend Developer,,,1
Java Developer,Intone Networks,"Charlotte, NC",Java,,,Mid-level,$62 an hour,62.0,62.0,62.0,hourly,128960.0,NC,Other Engineering,,,2
Application Support Developer,Farragut Systems,"Durham, NC","Azure, Computer Science, CSS, Software Engineering, Software troubleshooting, React, Web development, Visual Studio, C#, Microsoft SQL Server, .NET, ADA compliance, JavaScript, Customer support, Communication skills, Debugging",Bachelor's degree,"3 years, 1 year, 2 years",Mid-level,"$80,000 - $100,000 a year",80000.0,100000.0,90000.0,yearly,90000.0,NC,Other Engineering,2,2,2
Software Engineer (Frontend) - Early in Career,Splunk,Colorado,"CI/CD, Backbone.js, Computer Science, CSS, Software Engineering, React, Big data, DevOps, Jest, Git, JavaScript, Product management, Splunk, Redux, Agile, TypeScript, Communication skills, jQuery","Master's degree, Bachelor's degree",Under 1 year,Entry level,"$119,200 - $163,900 a year",119200.0,163900.0,141550.0,yearly,141550.0,CO,Software Engineer,3,1,1
Jr Eng Software Eng,Unisys,"Eagan, MN","Computer science, No experience needed, English, Communication skills",Bachelor's degree,Under 1 year,Entry level,,,,,unknown,,MN,Other,2,1,1
Software Developer,Thrive,"Louisville, KY",,,,Mid-level,,,,,unknown,,KY,Software Developer,,,2
Software Development Advisor,Intone Networks,Remote,,,1 year,Entry level,,,,,unknown,,Remote,Other,,1,1
Oracle PL/SQL Developer - W2,Agama,Remote,"Oracle, Writing skills, SQL, ETL, PL/SQL, Communication skills, Python",,2 years,Senior level,$45 an hour,45.0,45.0,45.0,hourly,93600.0,Remote,Other Engineering,,1,3
Full Stack Developer,Rethink,"New York, NY","MVC, CSS, Mobile applications, .NET Core, C#, Microsoft SQL Server, .NET, SQL, JavaScript, Angular, TypeScript, HTML, Design patterns",,,Mid-level,$50 - $60 an hour,50.0,60.0,55.0,hourly,114400.0,NY,Full Stack Developer,,,2
Junior Front-End Developer,Law Firm Development,"Valley Stream, NY","Web accessibility, Web design, SFTP, Website maintenance, Tailwind CSS, Management, CSS, Bootstrap, Web development, Git, Responsive web design, DigitalOcean, JavaScript, SEO, GitHub, Front-end development, Google Search Console, Linux, Google Analytics, HTML",Associate's degree,2 years,Junior level,$25 - $35 an hour,25.0,35.0,30.0,hourly,62400.0,NY,Other Engineering,1,1,1
Embedded Controls Software Engineer - Automotive,Bill Austin and Associates,"Columbus, IN","Statistics, MATLAB, Microsoft Excel, Full-stack development, Engineering, Data analysis skills, Engine controls, Microsoft Office, Algorithms, C++, Emission control systems, C, Embedded software, Simulink, Physics, Automotive diagnostics","Bachelor of Science, Bachelor's degree",3 years,Mid-level,,,,,unknown,,IN,Software Engineer,2,2,2
API Developer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, APIs, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Backend Developer,2,,2
Software QA Engineer I (Programmer),Open Dental Software,"Salem, OR","Microsoft Windows Server, C#, Windows, Java, Computer Engineering, MySQL",Bachelor's degree,,Entry level,From $35 an hour,35.0,35.0,35.0,hourly,72800.0,OR,QA Engineer,2,,1
Senior Mobile Developer,"Sanguina, Inc.",Remote,"iOS development, Mobile applications, iOS, Application development, Flutter, SDKs, Front-end development, Communication skills","Master's degree, Bachelor's degree","5 years, 4 years",Senior level,"$126,039 - $136,119 a year",126039.0,136119.0,131079.0,yearly,131079.0,Remote,Mobile Developer,3,2,3
Full Stack Developer,Protalus,"Tualatin, OR","Computer Science, CSS, Web development, Full-stack development, Shopify, Git, E-commerce, Application development, Supervising experience, Project management, JavaScript, Continuous integration, Django, Conversion optimization, Product demos, APIs, SEO tools, Integration testing, ISLisp, Leadership, Communication skills, Python, Editing, HTML","Bachelor of Computer Science, Bachelor's degree, Associate's degree, HTL Certification",4 years,Mid-level,"$85,000 - $95,000 a year",85000.0,95000.0,90000.0,yearly,90000.0,OR,Full Stack Developer,2,2,2
Software Engineer,Illuminate,"Overland Park, KS","CI/CD, Computer science, Computer Science, React, Web development, Full-stack development, Relational databases, Writing skills, .NET Core, C#, NoSQL, Application development, Databases, SQL, JavaScript, PostgreSQL, RabbitMQ, Natural language processing, APIs, Unit testing, AI, Debugging",Bachelor's degree,3 years,Mid-level,"$87,000 - $94,954 a year",87000.0,94954.0,90977.0,yearly,90977.0,KS,Software Engineer,2,2,2
Full Stack Web Developer,"AMAC, Inc.","Bohemia, NY",,,,,"$80,000 - $90,000 a year",80000.0,90000.0,85000.0,yearly,85000.0,NY,Full Stack Developer,,,
DevOps Engineer/Developer,"Stottler Henke Associates, Inc.","San Mateo, CA","CMMC, Knowledge management, Management, Node.js, Computer Science, Kubernetes, WordPress, Military, DevOps, Software implementation, Windows, Java, Bash, Databases, Analysis skills, Docker, NIST standards, JavaScript, PostgreSQL, Requirements analysis, Scripting, APIs, Linux, AI, LAMP stack, Python, Shell Scripting, Debugging, MySQL, Information Technology",Bachelor's degree,"5 years, 4 years",Mid-level,"$133,085 - $146,079 a year",133085.0,146079.0,139582.0,yearly,139582.0,CA,DevOps/SRE,2,2,2
Full Stack Developer,Confidential,"Dallas, TX","Azure, Web development, DevOps, Mobile applications, Visual Studio, C#, SQL, PHP, Database administration, JavaScript, Wireframing, Distributed systems, Back-end development, Angular, APIs, Front-end development, Swift",Bachelor's degree,"5 years, 1 year",Mid-level,From $35 an hour,35.0,35.0,35.0,hourly,72800.0,TX,Full Stack Developer,2,2,2
Full Stack Developer,Starpoint Resort Group,"Las Vegas, NV","Azure, MVC, ASP.NET Core, CSS, Bootstrap, React, XML, Full-stack development, DevOps, C#, Microsoft SQL Server, UI design, .NET, JavaScript, Angular, Software development, APIs, JSON, Unit testing, Communication skills, jQuery, HTML, SDLC, Design patterns","Bachelor of Science, Bachelor's degree, Associate's degree",5 years,Senior level,"$70,000 - $85,000 a year",70000.0,85000.0,77500.0,yearly,77500.0,NV,Full Stack Developer,2,2,3
Software Developer,Ascend Federal Credit Union,"Murfreesboro, TN","Computer science, Azure, Computer Science, CSS, JUnit, XML, Full-stack development, Customer service, Cucumber, Writing skills, C#, R, Selenium, Objective-C, .NET, Information security, Java, SQL, AWS, Driver's License, Cloud development, JavaScript, Software development, APIs, Agile, IT, JSON, Business requirements, Swift, Communication skills, Banking, Python, HTML, SDLC, Information Technology","Master's degree, Bachelor's degree",3 years,Mid-level,,,,,unknown,,TN,Software Developer,3,2,2
Senior Back-End Software Engineer,Mimir Security Inc.,"Frederick, MD","Jira, Computer science, WebAssembly, Computer Science, Software Engineering, React, Kubernetes, RESTful API, Relational databases, DevOps, Visual Studio, C#, SQL, AWS, Analysis skills, C++, Docker, Confluence, JavaScript, PostgreSQL, Distributed systems, REST, Software development, GitHub, APIs, S3, SQLite, GraphQL, DynamoDB, Cybersecurity, Jenkins, Communication skills, Python",Bachelor's degree,"11+ years, 10 years",Senior level,"$120,000 - $150,000 a year",120000.0,150000.0,135000.0,yearly,135000.0,MD,Software Engineer,2,4,3
Software Developer,Ampere Scientific,"Albany, OR","LabView, TCP, FPGA, OOP, Microcontrollers, C++, Software development, TCP/IP, Leadership, Communication skills",,"5 years, 3 years",Senior level,"$90,000 - $130,000 a year",90000.0,130000.0,110000.0,yearly,110000.0,OR,Software Developer,,2,3
IT Database Developer,"Benefit Management Administrators, Inc.","San Antonio, TX","Business Management, Information Science, Writing skills, Confidential Clearance, Microsoft SQL Server, SSRS, Windows, SQL, Project management, Regression analysis, Agile, Business management, SSIS, Communication skills, T-SQL, Analytics",Bachelor's degree,5 years,Mid-level,"$80,000 - $100,000 a year",80000.0,100000.0,90000.0,yearly,90000.0,TX,Other Engineering,2,2,2
Web Developer/WordPress,Confidential,"Cherry Hill, NJ","CSS, WordPress, Web development, Database development, Adobe Creative Suite, Graphic design, PHP, Canva, JavaScript, Front-end development, Communication skills, jQuery, HTML, MySQL","Bachelor's degree, Associate's degree",5 years,Senior level,"From $60,000 a year",60000.0,60000.0,60000.0,yearly,60000.0,NJ,Other Engineering,2,2,3
Software Developer (Back-End/.NET/Mandarin/Nationwide),TomCloud,"Miami, FL","Mandarin, AJAX, ASP.NET, Computer Science, CSS, Bootstrap, React, No experience needed, English, UI design, .NET, Java, JavaScript, Back-end development, SASS, Usability, REST, Angular, UX, Organizational skills, Agile, Web services, JSON, TypeScript, Communication skills, jQuery, HTML","Master's degree, Bachelor's degree","1 year, 2 years, Under 1 year",Mid-level,"$65,000 - $85,000 a year",65000.0,85000.0,75000.0,yearly,75000.0,FL,Software Developer,3,1,2
Software Engineer/ Admin,"Federal Foam Technologies, Inc.","New Richmond, WI","Azure, EDI, Software troubleshooting, DevOps, C#, ERP systems, SSRS, Microsoft Office, SQL, OOP, Process mapping, Data analytics, Organizational skills, Agile, Communication skills, Help desk, SDLC","Bachelor's degree, Bachelor of Arts",3 years,Mid-level,"$94,400 - $102,667 a year",94400.0,102667.0,98533.5,yearly,98533.5,WI,Software Engineer,2,2,2
.NET Developer - Quality Management Software (QMS),QT9 SOFTWARE INC,"Aurora, IL","ASP.NET, MVC, Computer Science, C#, Microsoft SQL Server, .NET, OOP, Analysis skills, APIs, Unit testing",Bachelor's degree,2 years,Mid-level,"$75,000 - $100,000 a year",75000.0,100000.0,87500.0,yearly,87500.0,IL,Other Engineering,2,1,2
Firmware Engineer CANbus/Linbus,Vision X Lighting,"Exeter, RI","TCP, Firmware, Assembly language, Network protocols, Perl, Scripting, RTOS, Ruby, Bus driving, TCP/IP, Communication skills, Python, Shell Scripting, Lua, SDLC",Bachelor's degree,2 years,Mid-level,"$75,000 - $95,000 a year",75000.0,95000.0,85000.0,yearly,85000.0,RI,Other Engineering,2,1,2
Radar / Electronic Warfare Software Section Team Lead,Leidos,"Huntsville, AL","MATLAB, Signal processing, Engineering, Electronic warfare, Configuration management, Algorithms, OOP, C++, Recruiting, Organizational skills, Interviewing, Leadership","Master's degree, Bachelor's degree",,Senior level,"$85,150 - $153,925 a year",85150.0,153925.0,119537.5,yearly,119537.5,AL,Other,3,,3
Software Developer - AI Trainer,DataAnnotation,"Albany, NY","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,NY,Software Developer,2,,2
Front End Web Developer (React),DTN,Remote,"CI/CD, Node.js, CSS, React, Bamboo, Full-stack development, Relational databases, Git, UI design, Databases, AWS, Express.js, Docker, JavaScript, REST, SEO, APIs, GraphQL, TypeScript, HTML",,2 years,Mid-level,"$82,500 - $110,000 a year",82500.0,110000.0,96250.0,yearly,96250.0,Remote,Frontend Developer,,1,2
Software Developer - AI Trainer (Contract),DataAnnotation,"Greensboro, NC","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,NC,Software Developer,2,,2
Full Stack Developer- AI Trainer,DataAnnotation,"Gainesville, FL","Writing skills, C#, English, SQL, C++, JavaScript, Software development, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,FL,Full Stack Developer,2,,2
IT .Net/SQL Developer *RECENT UNDERGRAD GRADUATE* (GA758449),"Resource Management Associates, LLC","Atlanta, GA",".NET, SQL, Analysis skills, Software development",Bachelor's degree,,Entry level,$32.50 an hour,32.5,32.5,32.5,hourly,67600.0,GA,Other Engineering,2,,1
Building Automation Engineer,Novo Nordisk,"West Lebanon, NH","Microsoft Powerpoint, Microsoft Word, AutoCAD, Biotechnology, System administration, Microsoft Excel, GAMP, Engineering, Construction, Visio, GMP, Windows, Microsoft Office, Supervising experience, Ethernet, Systems engineering, Network architecture, Communication skills, FDA regulations","Bachelor's degree, Associate's degree",7 years,Senior level,,,,,unknown,,NH,QA Engineer,2,3,3
Software Developer 1 (Hybrid/Remote Opportunity),Stanford University,"Stanford, CA",,,,,"$86,180 - $129,259 a year",86180.0,129259.0,107719.5,yearly,107719.5,CA,Software Developer,,,
Principal Embedded Security Software Eng - Gskit,Raytheon,"Tucson, AZ","Management, Computer Science, Software Engineering, Kanban, FPGA, UNIX, Configuration management, C++, C, Computer hardware, Embedded software, Perl, Computer Engineering, Scrum, Agile, Computer skills, Linux, Communication skills, Python","Master's degree, Bachelor's degree",8 years,Senior level,"$101,000 - $203,000 a year",101000.0,203000.0,152000.0,yearly,152000.0,AZ,Other,3,3,3
No Code / Low Code Developer - 1555,Bhired,"Brooklyn, NY","Records management, Communication skills",,,Entry level,"$50,000 - $100,000 a year",50000.0,100000.0,75000.0,yearly,75000.0,NY,Other Engineering,,,1
Software Engineer - AI Trainer,DataAnnotation,"Tallahassee, FL","Writing skills, C#, English, SQL, C++, JavaScript, Software development, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,FL,Software Engineer,2,,2
Back End Developer- AI Trainer,DataAnnotation,"Augusta, GA","Writing skills, C#, English, SQL, C++, JavaScript, Software development, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,GA,Backend Developer,2,,2
.Net MVC C#/WinForms Developer,Intone Networks,"Little Rock, AR","MVC, C#, .NET",,,Mid-level,,,,,unknown,,AR,Other Engineering,,,2
Graduate RPA Developer (Entry Level),Blackbook.ai,Remote,"English, Communication skills",Bachelor's degree,,Entry level,"$54,000 - $58,000 a year",54000.0,58000.0,56000.0,yearly,56000.0,Remote,Other Engineering,2,,1
Senior Firmware Engineer I,Neptune Technology Group Inc.,"Duluth, GA","Jira, FTP, TCP, Schematics, R, Firmware, System design, Microcontrollers, C++, Project management, C, Network protocols, Continuous integration, Computer networking, Scrum, Organizational skills, Unity, Agile, Linux, Unit testing, TCP/IP, Electrical Engineering, Communication skills, Python, Debugging, 4G/LTE","Bachelor of Science, Master's degree, Bachelor's degree, Master of Science",7 years,Senior level,,,,,unknown,,GA,Other Engineering,3,3,3
Front-End Developer,Jacobi Robotics,Remote,"Web design, React, Web development, English, Redux, Graphic Design, Software development, Figma, Leadership, TypeScript",,"5 years, 3 years",Entry level,$20 - $40 an hour,20.0,40.0,30.0,hourly,62400.0,Remote,Other Engineering,,2,1
Software Engineering,GE Vernova,"Bellevue, WA",,,,,,,,,unknown,,WA,Software Engineer,,,
Software Engineer – Entry Level,"General Dynamics Mission Systems, Inc","Scottsdale, AZ","Software Engineering, Math, Software development, Agile, Debugging",Bachelor's degree,,Entry level,"$82,200 - $84,200 a year",82200.0,84200.0,83200.0,yearly,83200.0,AZ,Software Engineer,2,,1
Software Developer,Oracle,United States,"Computer science, Cloud infrastructure, Oracle, Computer Science, RESTful API, Data structures, Java, Algorithms, C++, Distributed systems, Scripting, Software development, Python, IaaS, Software architecture","Bachelor of Science, Bachelor's degree",,Entry level,,,,,unknown,,United States,Software Developer,2,,1
Jr. Software Developer,Nova Dynamics,"Philomath, OR",,,,Junior level,"$85,000 a year",85000.0,85000.0,85000.0,yearly,85000.0,OR,Software Developer,,,1
Junior Developer - Part-time (Vue.js),Teutonic Transportation,"Sharon Hill, PA","RESTful API, DevOps, Git, SQL, AWS, Docker, JavaScript, Redis, Ruby, APIs, Vue.js, Playwright, TypeScript, MySQL",,,Junior level,$50 an hour,50.0,50.0,50.0,hourly,104000.0,PA,Frontend Developer,,,1
Entry-level IT Developer (Mandarin),International Bank,"New York, NY","Mandarin, Oracle, Computer Science, Microsoft SQL Server, SQL, Analysis skills, Database management, PostgreSQL, Scripting, Communication skills, Banking, Python, PowerShell, Information Technology",Bachelor's degree,Under 1 year,Entry level,$34 - $40 an hour,34.0,40.0,37.0,hourly,76960.0,NY,Other Engineering,2,1,1
Hiring For UI Developer (Angular),InfolobSolutions,"Atlanta, GA","CSS, RESTful API, Jest, Test automation, Responsive web design, JavaScript, SASS, REST, Angular, Front-end development, Less, TypeScript, HTML",,"8 years, 9 years",Mid-level,$45 - $50 an hour,45.0,50.0,47.5,hourly,98800.0,GA,Frontend Developer,,3,2
.Net/Software Developer,Intone Networks,"Saint Paul, MN",.NET,,,Mid-level,,,,,unknown,,MN,Software Developer,,,2
.Net Developer,Intone Networks,"Washington, DC",.NET,,Under 1 year,Entry level,,,,,unknown,,DC,Other Engineering,,1,1
Software Development Activity,Netheart Technology,Remote,No experience needed,,,Entry level,Up to $1 a year,1.0,1.0,1.0,yearly,1.0,Remote,Other,,,1
Enterprise Software Developer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,Remote,Software Developer,2,,2
Principal Web & Desktop Software Developer,PTI,"Mesa, AZ","Web accessibility, Web design, CI/CD, Website maintenance, C#, Firmware, Git, .NET, SQL, AWS, C++, Docker, C, Machine learning, JavaScript, PostgreSQL, Software development, GitHub, APIs, S3, DynamoDB, TypeScript, Python, WPF, MySQL",Bachelor's degree,,Senior level,"$70,000 - $76,000 a year",70000.0,76000.0,73000.0,yearly,73000.0,AZ,Software Developer,2,,3
Software Developer,Intone Networks,"Albany, NY",,,,Mid-level,,,,,unknown,,NY,Software Developer,,,2
UI Angular Developer,Intone Networks,"Bellevue, WA","UI development, CSS, JavaScript, Angular, WebRTC, Linux, Middleware, HTML",,,Mid-level,,,,,unknown,,WA,Frontend Developer,,,2
No Code (Low Code) Developer role (Full-Time),VELOZ IT SOLUTIONS LLC,Remote,"Software Engineering, Management Information Systems, Enterprise software, Salesforce, Mobile applications, JavaScript, Communication skills, Information management","Bachelor of Science, Bachelor's degree",1 year,Mid-level,"$130,000 - $170,000 a year",130000.0,170000.0,150000.0,yearly,150000.0,Remote,Other Engineering,2,1,2
Entry Level Software Developer,Property Matrix,"Culver City, CA","Computer Science, CSS, Software troubleshooting, React, Web development, Selenium, Research, Java, SQL, Ruby on Rails, JavaScript, Computer Engineering, Communication skills, Python, HTML",Bachelor's degree,,Entry level,"$50,000 - $80,000 a year",50000.0,80000.0,65000.0,yearly,65000.0,CA,Software Developer,2,,1
Software Engineer I/II IT Cloud M365 (Entry Level),General Dynamics Electric Boat,"Groton, CT","Computer science, Software Engineering, Computer Engineering, Scripting, ServiceNow, Python, PowerShell","Bachelor of Science, Bachelor's degree",Under 1 year,Entry level,,,,,unknown,,CT,Software Engineer,2,1,1
Python Developer- AI,Intone Networks,Florida,"Law, NumPy, Pandas, Flask, AI, Python",,4 years,Mid-level,,,,,unknown,,FL,Other Engineering,,2,2
React Developer with ONEAPP with Amex exp.,Ehub Global solution,"Phoenix, AZ",React,,,Mid-level,$50.53 - $55.87 an hour,50.53,55.87,53.2,hourly,110656.0,AZ,Frontend Developer,,,2
Web development & project management,Workana,United States,"WordPress, PHP, JavaScript, MySQL",,,Entry level,$50 an hour,50.0,50.0,50.0,hourly,104000.0,United States,Other,,,1
"Senior Automation Controls Engineer, Filling",CSL Behring,"Bradley, IL","Computer science, Management, Engineering, Programmable logic controllers, Manufacturing, Communication skills, FDA regulations, Time management",Bachelor's degree,3 years,Senior level,"$87,000 - $120,000 a year",87000.0,120000.0,103500.0,yearly,103500.0,IL,Other Engineering,2,2,3
Junior Software Developer,"Na Ali'i Consulting & Sales, LLC.","Arlington, VA","Jira, Oracle, Data analysis skills, Visio, Microsoft Office, SQL, PeopleSoft, Communication skills, Time management",Bachelor's degree,,Junior level,,,,,unknown,,VA,Software Developer,2,,1
Software Development Team Lead - Web,Uline,"Pleasant Prairie, WI","CI/CD, ASP.NET, MVC, Computer Science, Full-stack development, C#, OOP, JavaScript, Leadership, Information Technology",Bachelor's degree,8 years,Senior level,"$121,000 - $160,000 a year",121000.0,160000.0,140500.0,yearly,140500.0,WI,Other,2,3,3
Backend Software Engineer - AI Trainer,DataAnnotation,"Chicago, IL","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,IL,Software Engineer,2,,2
IT Application Developer I (DVR #10185),State of New Mexico,"Albuquerque, NM","ArcGIS, Computer Science, CSS, Management Information Systems, WordPress, Relational databases, C#, .NET, Java, PHP, C++, Ruby on Rails, PeopleSoft, JavaScript, SharePoint, Joomla, Editing, HTML, Information Technology",Associate's degree,2 years,Entry level,$29.66 - $47.46 an hour,29.66,47.46,38.56,hourly,80204.8,NM,Other Engineering,1,1,1
Senior Software Developer (contract),Pfizer,Remote,"CI/CD, Azure, R, Git, SQL, AWS, Quality control, Software development, GitHub, Cloud computing, Linux, Python, Time management","Master's degree, Master of Science",1 year,Senior level,$41 - $51 an hour,41.0,51.0,46.0,hourly,95680.0,Remote,Software Developer,3,1,3
"Programmer (C#, Vue.js, & APIs)",Benefit Allocation Systems,"King of Prussia, PA","ASP.NET, Computer science, Oracle, Computer Science, Software troubleshooting, Web development, C#, System design, Microsoft SQL Server, Git, SQL, OOP, Database management, JavaScript, Quality control, Scrum, Computer Information Systems, Software development, APIs, Agile, Web services, Vue.js, Communication skills, Time management, Design patterns",Bachelor's degree,"1 year, 2 years",Mid-level,,,,,unknown,,PA,Frontend Developer,2,1,2
Software Engineer,Johnson & Johnson,"Santa Clara, CA","CI/CD, Computer science, Computer Science, Bash, OOP, C++, Computer Engineering, Scripting, Software development, Agile, Linux, Unit testing, Python, Shell Scripting, FDA regulations","Master's degree, Bachelor's degree",1 year,Mid-level,"$101,000 - $162,725 a year",101000.0,162725.0,131862.5,yearly,131862.5,CA,Software Engineer,3,1,2
Frontend Developer,Stier Solutions,"Salt Lake City, UT",,,,,,,,,unknown,,UT,Frontend Developer,,,
Back End Developer,HealthInsurance.com,Remote,"AJAX, Computer science, Drupal, Azure, Management, Computer Science, Software troubleshooting, Software deployment, Content management systems, C#, NoSQL, MongoDB, Java, Application development, Databases, SQL, Database design, PHP, AWS, JavaScript, Back-end development, Scrum, Data pipelines, Software development, GitHub, APIs, Python, Debugging",Bachelor's degree,3 years,Mid-level,"$100,000 - $140,000 a year",100000.0,140000.0,120000.0,yearly,120000.0,Remote,Backend Developer,2,2,2
Software Developer - C#,Siemens,"Grand Prairie, TX","ASP.NET, System administration, Microsoft Excel, Microsoft Access, Node.js, Computer Science, CSS, React, Internet of things, Full-stack development, IIS, Software deployment, DevOps, Data structures, C#, Microsoft SQL Server, Windows, Microsoft Office, SQL, Docker, C, JavaScript, Distributed systems, Product management, Software development, Agile, Unit testing, Electrical Engineering, ASP, Multithreading, Entity Framework, HTML","Master's degree, Bachelor's degree",1 year,Mid-level,"$67,480 - $115,680 a year",67480.0,115680.0,91580.0,yearly,91580.0,TX,Software Developer,3,1,2
Software Developer I,"Interstates, Inc.","Sioux Falls, SD","ASP.NET, Computer science, UI development, Computer Science, Software Engineering, Software troubleshooting, React, XML, C#, Responsive web design, .NET, OOP, Scalability, Agile, Communication skills, HTML",Bachelor's degree,2 years,Entry level,,,,,unknown,,SD,Software Developer,2,1,1
Front-end Developer/Web Designer,Summit Athletic Media,"Charlotte, NC","Adobe Photoshop, CSS, Bootstrap, Visual Studio, Adobe Illustrator, Responsive web design, Adobe Creative Suite, Project management, JavaScript, Adobe XD, SASS, Scripting, Mac OS, HTML",Bachelor's degree,2 years,Mid-level,,,,,unknown,,NC,Other Engineering,2,1,2
Jr. Software Developer,WinShape Foundation,"Rome, GA","Azure, Computer Science, CSS, React, C#, Git, .NET, SQL, Bootcamp, JavaScript, Software development, APIs, Agile, IT, Vue.js, TypeScript, Communication skills",Bachelor's degree,,Junior level,,,,,unknown,,GA,Software Developer,2,,1
Python AWS Developer Only W2,IDC,"Charlotte, NC","AWS, Python",,3 years,Mid-level,,,,,unknown,,NC,Other Engineering,,2,2
Sr Principal Embedded Security Software Eng-Gskit,Raytheon,"Tucson, AZ","Management, Computer Science, Software Engineering, Kanban, FPGA, UNIX, Configuration management, C++, C, Computer hardware, Embedded software, Perl, Computer Engineering, Scrum, Agile, Computer skills, Linux, Communication skills, Python","Master's degree, Bachelor's degree",10 years,Senior level,"$124,000 - $250,000 a year",124000.0,250000.0,187000.0,yearly,187000.0,AZ,Other,3,4,3
Machine Learning Engineer - Early in Career,Splunk,California,"TensorFlow, Law, Computer Science, Software Engineering, PyTorch, Big data, Research, Machine learning, Distributed systems, Splunk, AI, Communication skills, Python","Master's degree, Bachelor's degree",,Entry level,,,,,unknown,,CA,Data Scientist,3,,1
Software Developer - Meridian,Idaho Central Credit Union,"Meridian, ID","Node.js, Computer Science, React, RESTful API, XML, C#, Java, Application development, Microservices, SQL, C++, Docker, C, JavaScript, REST, Angular, Computer Information Systems, Software development, Agile, JSON, Swift, Groovy, Python, HTML",Bachelor's degree,1 year,Mid-level,,,,,unknown,,ID,Software Developer,2,1,2
Junior Front-End Software Developer,"Modern Technology Solutions, Inc.","Wright-Patterson AFB, OH","CI/CD, React, Web development, DevOps, Secret Clearance, Git, Google Cloud Platform, GitLab CI/CD, Java, JavaScript, Back-end development, REST, Angular, GitHub, GraphQL, Vue.js, AI, GitLab, Communication skills, Python",Bachelor's degree,Under 1 year,Junior level,"$100,000 - $160,000 a year",100000.0,160000.0,130000.0,yearly,130000.0,OH,Software Developer,2,1,1
Software Developer,Luxoft,"New York, NY",,,,,"$110,000 a year",110000.0,110000.0,110000.0,yearly,110000.0,NY,Software Developer,,,
Web Stack Developer,"Call2Recycle, Inc.",United States,"CRM software, Authentication, Recycling, Computer science, Power BI, Azure, Management, Cloud architecture, Azure Functions proficiency, Node.js, Computer Science, CSS, Bootstrap, React, RESTful API, Full-stack development, Microsoft Power Automate, B2C, DevOps, Visual Studio, C#, ERP systems, Responsive web design, Microsoft Office, .NET, JavaScript frameworks, PHP, Quality assurance, Continuous improvement, JavaScript, Angular, UX, Scrum, Organizational skills, GitHub, APIs, Agile, IT, UI, JSON, Vue.js, AI, Communication skills, Python, HTML, SDLC, Information Technology",Bachelor's degree,3 years,Mid-level,"$80,000 - $110,000 a year",80000.0,110000.0,95000.0,yearly,95000.0,United States,Other Engineering,2,2,2
Front-End Developer- AI Trainer,DataAnnotation,"Allentown, PA","Writing skills, C#, English, SQL, C++, JavaScript, Swift, AI, Grammar Experience, Python, HTML",Bachelor's degree,,Mid-level,From $40 an hour,40.0,40.0,40.0,hourly,83200.0,PA,Other Engineering,2,,2
