Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
"Assistant Vice President, Marketing Analytics & Data Science",Navy Federal Credit Union,"Pensacola, FL","Data mining, Word processing, Business development, Analysis skills, Supervising experience","master, education, degree, bachelor",N/A,N/A,$96K - $156K (Glassdoor est.)
Data Scientist - AI Trainer,Outlier Ai,Remote,Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Data Scientist - Research and Development,Nestlé Purina,"Saint Louis, MO","Statistics, Azure, Software deployment, R, Data analysis skills","phd, degree, bachelor",N/A,N/A,$98K - $120K (Employer est.)
Cleared Data Scientist,Noblis,"Chantilly, VA","Jira, TensorFlow, Elasticsearch, Azure, Management","education, degree, certification",3+ years,N/A,$89K - $138K (Employer est.)
Data Scientist - AI Trainer,DataAnnotation,"Bangor, ME","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
"Data Scientist, United States - BCG X",Boston Consulting Group,"Chicago, IL","DevOps, Project management, Machine learning, Software development, AI",N/A,N/A,N/A,$110K - $190K (Employer est.)
Senior Data Analyst,Antenna,Remote,"Microsoft Excel, Business intelligence, SQL, Organizational skills",N/A,"(3+ years, 4+ years",N/A,$100K - $125K (Employer est.)
Data Scientist | Pay,Machinify,California,Machine learning,"master, certification","qualifications, years, several years",N/A,$220K - $260K (Employer est.)
Junior Data Scientist,New Light Technologies In,Remote,"R, Data analysis skills, Google Cloud Platform, Tableau, SQL","master, certification","qualifications, years, several years",N/A,N/A
Data Scientist I (Remote),KOHLS,"Menomonee Falls, WI","Computer science, Spark, R, SQL, Product development","master, degree, bachelor",2+ years,N/A,$91K - $128K (Glassdoor est.)
Data Scientist,Mi-Case,Remote,"TensorFlow, Spark, AWS, Analysis skills, Machine learning","master, education, degree, bachelor","7 years, 4+ years, minimum years",N/A,$110K - $130K (Employer est.)
Data Scientist,Schlumberger,"Menlo Park, CA","TensorFlow, Data mining, Signal processing, Big data, Spark","phd, education, degree, certification",N/A,N/A,$115K - $145K (Glassdoor est.)
Data Scientist,Experian,"Costa Mesa, CA","Statistics, Software deployment, R, SQL, Machine learning","education, master, degree",N/A,N/A,$97K - $151K (Employer est.)
Senior-level Data Scientist (IT Architecture Specialist- Plans Support) - CENTCOM,Celestar Corporation,"Tampa, FL",Microsoft Project,"master, certification, education, degree, bachelor, associate","5 years, option years, 17 years, 12 years, 2 years",N/A,N/A
Senior-level Data Scientist (IT Architecture Specialist- Coalition Integration and Exercises) - CENTCOM,Celestar Corporation,"Tampa, FL",System design,"education, master, degree, bachelor","5 years, option years, 17 years, 12 years, 2 years",N/A,N/A
Data Scientist,"Intermedia.net, Inc.",Remote,"Spark, R, SQL, AWS, Analysis skills","master, degree, bachelor","20+ years, 2 years, 3+ years",N/A,N/A
Clinical Data Scientist,Freenome,Remote,"Google Suite, Clinical research, R, HIPAA, Google Cloud Platform","graduate, master, education, degree, bachelor, phd, associate","3 years, level, years, 5 years",N/A,$118K - $181K (Employer est.)
Senior Data Scientist,Philip Morris International,"Stamford, CT","Computer science, Power BI, Microsoft Excel, R, Data analysis skills","master, degree, bachelor",N/A,N/A,$148K - $185K (Employer est.)
"Data Scientists (San Francisco, CA)",CyberCube,"San Francisco, CA","Elasticsearch, Spark, NoSQL, AWS, S3","master, degree, bachelor",N/A,N/A,$126K - $136K (Employer est.)
eCommerce Data Scientist,"Travelpro Products, Inc.","Boca Raton, FL","Power BI, R, Data analysis skills, E-commerce, Tableau","certification, associate, degree, bachelor",10 years,N/A,$103K - $152K (Glassdoor est.)
Data Scientist - Applied AI,TikTok,"San Jose, CA","TensorFlow, CI/CD, Statistics, Data modeling, Spark",N/A,1-3 years,N/A,$121K - $183K (Glassdoor est.)
AI/Machine Learning Engineer,Oddball,Remote,"TensorFlow, CI/CD, Azure, FedRAMP, Medicare","certificate, master, certification, education, degree, bachelor, ph.d","3+ years, 4 years, 7+ years",N/A,$140K - $170K (Employer est.)
Data Scientist – NLP,Solytics Partners LLC,"New York, NY","Statistics, MATLAB, Cassandra, R, NoSQL","master, certification, education, bachelor, phd","4 years, 5+ years",N/A,$90K - $120K (Employer est.)
Senior Data Scientist,SureCost,Remote,"TensorFlow, Big data, Spark, Google Cloud Platform, SQL","education, certification","position, years, 3 years",N/A,$170K - $195K (Employer est.)
Senior Data Scientist,Arine,Remote,"SQL, AWS, Machine learning, AI, Care plans","phd, master, degree","(5+ years, 4 years",N/A,$160K - $175K (Employer est.)
Data Scientist,LifeScale Analytics,United States,"FTP, Computer science, XML, SAS, R","associate, education, degree, bachelor","3+ years, 5+ years",N/A,N/A
"Optimization Engineer, Data Scientist",Abbott Laboratories,"Columbus, OH","Power BI, Microsoft Excel, Data mining, SAS, Writing skills","education, degree, bachelor",N/A,N/A,$75K - $151K (Employer est.)
Data Scientist,Subcodevs,United States,"Power BI, Azure, Calibration, Supply chain, Spark","education, degree, bachelor",N/A,N/A,$15.02 - $20.84 Per Hour (Employer est.)
"Staff, Data Scientist - Advanced Measurement & Research - Walmart Connect",Walmart,"San Bruno, CA","Web accessibility, TensorFlow, Statistics, Spark, R","certificate, master, education, degree, bachelor, phd, associate","3 years, 7 years, 7+ years, 5 years",N/A,$143K - $286K (Employer est.)
Enterprise Data Scientist,Global Healthcare IT,Remote,"TensorFlow, Azure, Big data, R, Google Cloud Platform","master, certification, education, degree, phd","5+ years, 7 years, 7+ years, 5 years",N/A,$160K (Employer est.)
Data Scientist - AI Trainer,DataAnnotation,"Cedar Rapids, IA","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Data scientist,Medcillary,"San Francisco, CA","TensorFlow, Big data, Spark, R, Data analysis skills","master, degree, bachelor",N/A,N/A,$65.00 - $70.00 Per Hour (Employer est.)
Sr. Data Scientist - NLP/GenAI,Vertex Pharmaceuticals,"Boston, MA","Data mining, D3.js, Software deployment, R, Research","phd, master, degree, bachelor","2+ years, 3+ years",N/A,$125K - $165K (Glassdoor est.)
Data Scientist,Career Vest,"New York, NY","Statistics, Data mining, Business intelligence, R, Tableau","graduate, master, education, degree",N/A,N/A,$90K - $100K (Employer est.)
Data Scientist - AI Trainer,Outlier Ai,"Worcester, MA",Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Principal Data Science,Discover Financial Services,"Riverwoods, IL","Customer segmentation, Statistical analysis, Machine learning, Leadership","master, education, bachelor",6+ years,N/A,$130K - $182K (Employer est.)
Associate Data Scientist II / Data Scientist I,"MacroGenics, Inc.","Rockville, MD","Biostatistics, R, Google Cloud Platform, SQL, Statistical analysis","associate, education, b.s., m.s.","2+ years, 3+ years, 0+ years",N/A,$76K - $136K (Employer est.)
Data Scientist,Broadleaf Services Inc,"Manassas, VA","Data mining, Computer vision, R, Java, C++","graduate, master, undergraduate, education, degree",10 years,N/A,$106K - $163K (Glassdoor est.)
Data Scientist,RELX,"Alpharetta, GA","Data modeling, Data mining, R, Statistical analysis, Machine learning","graduate, master, undergraduate, education, degree",10 years,N/A,$89K - $126K (Glassdoor est.)
Data Scientist,Credit Key,Remote,"Management, Financial modeling, SAS, R, Data analysis skills","master, degree, bachelor",2 years,N/A,N/A
Expert Data Scientist,ManTech,"Chantilly, VA","Data modeling, Windows, PKI, Splunk, Systems engineering","associate, degree, bachelor","4+ years, 5+ years, 8+ years",N/A,$117K - $161K (Glassdoor est.)
Senior Data Scientist - Commercial Applications,Vertex Pharmaceuticals,"Boston, MA","SQL, Analysis skills, Presentation skills, Machine learning, Communication skills","phd, m.s.",N/A,N/A,$127K - $167K (Glassdoor est.)
"AI/ML Software Developer Intermediate (Software Engineering, Senior Analyst)",The MIL Corporation,"Lexington Park, MD","Windows, DoD experience, OS Kernels, C++, C","master, certification, education, degree, bachelor","2 years, 5 years",N/A,$90K - $140K (Employer est.)
Data Scientist,The Brite Group,"Herndon, VA","Power BI, Data mining, SAS, Big data, Spark","master, education, degree, bachelor",3+ years,N/A,$100K - $135K (Employer est.)
Data Scientist,Alcon,"Fort Worth, TX","Tableau, SQL, Deep learning, Data analytics, Regression analysis","degree, bachelor",2+ years,N/A,$98K - $134K (Glassdoor est.)
Senior Data Scientist | Commodities,Macquarie Group Limited,"Houston, TX","Power BI, Google Cloud Platform, AWS, Data analytics, Data visualization","phd, associate, master, bachelor","55 years, 5+ years",N/A,$112K - $162K (Glassdoor est.)
Data Scientist (L4) - Content & Studio,Netflix,Remote,"R, Host/hostess experience, SQL, Machine learning, Data science","phd, associate, master, bachelor","55 years, 5+ years",N/A,$170K - $720K (Employer est.)
Data Scientist,"DRT Strategies, Inc.","Silver Spring, MD","Statistics, Data mining, Management, Business intelligence, Data analysis skills",education,5 years,N/A,$90K - $120K (Employer est.)
Data Scientist - Clinical Analytics,CVS Health,"New York, NY","Azure, Clinical research, Data structures, Google Cloud Platform, SQL","master, education, degree, bachelor",2+ years,N/A,$72K - $173K (Employer est.)
GEN AI Data Scientist,MM International,United States,"TensorFlow, Azure, Spark, Google Cloud Platform, Java",degree,2 years,senior level,N/A
"Assistant Vice President, Marketing Analytics & Data Science",Navy Federal Credit Union,"Vienna, VA","Data mining, Word processing, Business development, Analysis skills, Supervising experience","master, education, degree, bachelor",N/A,N/A,$125K - $179K (Glassdoor est.)
"Data Scientist, Spatial Omics",MD Anderson Cancer Center,"Houston, TX","Azure, Kubernetes, R, Data analysis skills, Git","master, education, degree, bachelor, phd, associate","one years, three years",N/A,$103K - $155K (Employer est.)
Sr. Data Scientist,Worldpay,"Cincinnati, OH","Computer science, Cloud infrastructure, R, SQL, AWS","graduate, associate, education, degree",5+ years,N/A,$108K - $136K (Glassdoor est.)
Data Scientist,Baker Hill,"Carmel, IN","Power BI, R, Data analysis skills, Tableau, SQL","education, bachelor","5-7 years, 5 years",N/A,$100K - $106K (Employer est.)
Data Scientist (Health Outcomes),Well,"Chapel Hill, NC","Statistics, R, HIPAA, Stata, SQL",N/A,N/A,N/A,$125K - $145K (Employer est.)
Data Scientist Assistant 1,Vanderbilt University Medical Center,"Nashville, TN","Research, Machine learning, Continuous improvement, AI, Leadership","master, education, certification",3 years,senior level,N/A
Data Scientist,Ginger Labs,"San Francisco, CA","Mobile applications, Laboratory experience, Machine learning, Attribution modeling, Organizational skills",N/A,4+ years,N/A,$150K - $205K (Employer est.)
Data Scientist,United Softw,"Atlanta, GA","TensorFlow, Computer science, R, SQL, Statistical analysis","master, degree, bachelor",4+ years,N/A,$60.00 - $65.00 Per Hour (Employer est.)
Data Scientist,Oracle,United States,"Oracle, CSS, AI",N/A,N/A,N/A,N/A
Customer Data Scientist,Statsig,"Bellevue, WA","SQL, Communication skills, Python",N/A,"2+ years, have years",N/A,$130K - $145K (Employer est.)
Data Scientist - AI Trainer,Outlier Ai,Remote,Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Data Scientist- Associate Principal,"Clutch Group, Inc.","Mettawa, IL","Statistics, Computer science, Power BI, Data mining, R","phd, degree, bachelor",N/A,N/A,$175K - $220K (Employer est.)
Senior Data Analyst- Secret Clearance Required,PCI Government Services,"Huntsville, AL","Statistics, Power BI, Data mining, PCI, R","phd, degree, bachelor",N/A,N/A,$110K - $130K (Employer est.)
Data Scientist- Principal,"Clutch Group, Inc.","Jersey City, NJ","Statistics, Computer science, Power BI, Data mining, R","degree, bachelor",10+ years,N/A,$220K - $250K (Employer est.)
Expert Data Scientist,ManTech,"Chantilly, VA","Data modeling, Windows, PKI, Splunk, Systems engineering","certification, associate, degree, bachelor","4+ years, 5+ years, 8+ years",N/A,$117K - $161K (Glassdoor est.)
Data Scientist / ML Architect @Deep Learning Analytics,"General Dynamics Mission Systems, Inc","Scottsdale, AZ","TensorFlow, Kubernetes, DevOps, Git, Docker","certification, associate, degree, bachelor","4+ years, 5+ years, 8+ years",N/A,$112K - $124K (Employer est.)
Soccer Data Scientist,Swish Analytics,Remote,"CI/CD, Computer science, SQL, AWS, Machine learning","master, degree",3+ years,N/A,$100K - $175K (Employer est.)
Data Scientist II (Remote),KOHLS,"Menomonee Falls, WI","TensorFlow, Spark, Machine learning, Natural language processing, Organizational skills","ph.d, master, degree, bachelor",3+ years,N/A,$82K - $113K (Glassdoor est.)
FBI Special Agent: Data Science & Intelligence Expertise,Federal Bureau of Investigation,United States,"Internet of things, Big data, Predictive analytics, Data science","master, associate, education, degree",N/A,N/A,$99K - $128K (Employer est.)
"Senior Data Scientist, User Behavior",Paperless Post,"New York, NY","Statistics, R, SQL, Machine learning, Attribution modeling",N/A,"skills, years, 6+ years",N/A,$140K - $160K (Employer est.)
Senior Data Scientist,Texas A&M AgriLife,"Dallas, TX","Power BI, Data mining, SAS, R, Data analysis skills","associate, education, degree, bachelor",ten years,N/A,$141K - $183K (Glassdoor est.)
Senior Data Scientist,Best Buy,"Saint Paul, MN","TensorFlow, Computer science, Pricing, Azure, R","phd, master, degree, bachelor","2 years, 4 years",N/A,$104K - $187K (Employer est.)
Data Scientist – Clinical Intelligence,Biointellisense,Remote,"Computer science, ICD-10, AWS, Python",N/A,N/A,N/A,$80K - $100K (Employer est.)
Healthcare Data Scientist,Diverge Health,"Chicago, IL","NoSQL, SQL, AWS, Machine learning, AI",master,4-10 years,N/A,$98K - $152K (Glassdoor est.)
Sr Data Scientist,The Hershey Company,"Dallas, TX","TensorFlow, MATLAB, SAS, Software deployment, R","phd, master, education",5 years,N/A,$125K - $158K (Glassdoor est.)
Data Scientist,Nexa,"New York, NY","TensorFlow, Power BI, Big data, Spark, R","master, education, degree, bachelor, phd",3+ years,N/A,$90K - $148K (Employer est.)
Data Scientist,"South Park Investments, LLC",Colorado,"TensorFlow, Statistics, Computer science, Data mining, Relational databases","master, education, degree, bachelor, phd",3+ years,N/A,$115K - $165K (Employer est.)
Data Scientist,Verizon,"Irving, TX","Statistics, Spark, Google Cloud Platform, SQL, AWS","master, degree, bachelor",more years,N/A,$100K - $132K (Glassdoor est.)
Sr. Data Analyst - Secret Cleared,PCI Government Services,"Detroit, MI","Statistics, Power BI, Data mining, PCI, R","master, degree, bachelor",more years,N/A,$105K - $125K (Employer est.)
Data Scientist,Ochsner Health System,"New Orleans, LA","Data mining, SAS, R, SQL, Machine learning","master, education, degree, bachelor","2 years, 3 years",N/A,N/A
Sr. Data Scientist,Pacific Life,"Newport Beach, CA","TensorFlow, Azure, Data mining, Software deployment, R","master, ph.d",5+ years,N/A,$148K - $181K (Employer est.)
Data Scientist-Hybrid in Chicago,Rewards Network,"Chicago, IL","SQL, AWS, Machine learning, Terraform, S3","phd, master, degree","2 years, 40 years",N/A,$100K - $120K (Employer est.)
Senior Data Scientist - Marketing Analytics - Hybrid,Unum,"Portland, ME","Data mining, Customer service, DevOps, Change management, SQL","phd, master, education, bachelor",6+ years,N/A,$89K - $184K (Employer est.)
Data Scientist (3-5 years experience),Datalab USA,"Germantown, MD","Statistical software, Microsoft Excel, Data mining, R, Tableau",phd,"ten years, 3-5 years",N/A,$100K - $135K (Employer est.)
Data Scientist,Infosys,United States,"TensorFlow, Big data, Spark, Git, Google Cloud Platform","education, degree, bachelor","4 years, three years, required years",N/A,N/A
Data Scientist,Park Computer Systems,Remote,"EHR systems, Data structures, HIPAA, Git, Google Cloud Platform","master, education, degree, bachelor, phd",7 years,N/A,$50.93 - $70.00 Per Hour (Employer est.)
Data Scientist,iBusiness Funding,"Fort Lauderdale, FL","Data analysis skills, Git, AWS, Analysis skills, Docker","master, certification, degree, bachelor, associate","2+ years, 3+ years",N/A,$78K - $119K (Glassdoor est.)
Data Scientist – Finance & Engineering,Business Integration Partners (BIP),"San Francisco, CA","Business intelligence, Financial modeling, Data analytics, Data science, Communication skills","education, degree, bachelor",5-7 years,N/A,$150K - $175K (Employer est.)
Associate Data Scientist (5682),MetroStar,"Quantico, VA","Computer science, Data mining, R, Data analysis skills, Java","associate, degree, bachelor",2 years,N/A,$55K - $98K (Glassdoor est.)
FBI Special Agent: Advanced Data & Intelligence Expertise,Federal Bureau of Investigation,United States,"Data mining, R, Analysis skills, Machine learning, Intelligence analysis","master, associate, education, degree",N/A,N/A,$99K - $128K (Employer est.)
Sr. Data Scientist,Worldpay,"Cincinnati, OH","Computer science, Cloud infrastructure, R, SQL, AWS","graduate, associate, education, degree",5+ years,N/A,$108K - $136K (Glassdoor est.)
Data Scientist - AI Trainer,Outlier Ai,"Worcester, MA",Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
"Data Scientist, United States - BCG X",Boston Consulting Group,"Manhattan Beach, CA","DevOps, Project management, Machine learning, Software development, AI",N/A,N/A,N/A,$110K - $190K (Employer est.)
Sr. Data Scientist II,Pacific Life,"Newport Beach, CA","TensorFlow, Underwriting, SQL, Machine learning, Communication skills","master, ph.d",(8+ years,N/A,$120K - $154K (Glassdoor est.)
Data Scientist,"Jada Systems, Inc.","Los Angeles, CA","Microsoft Word, Statistics, Microsoft Excel, R, Git","master, ph.d",(8) years,N/A,$53.46 - $58.72 Per Hour (Employer est.)
"AI Data Scientist, Telematics",Lemonade,Remote,"Signal processing, NoSQL, Databases, Software development, Data science","master, education",1-3+ years,N/A,$121K - $135K (Employer est.)
Senior Data Scientist,CARFAX,"Columbia, MO","Statistics, Data mining, Spark, R, Google Cloud Platform","master, education",1-3+ years,N/A,$121K - $157K (Glassdoor est.)
Data Scientist,"Knowledge Management, Inc.","Albany, GA","Power BI, Data modeling, Management, Tableau, Analysis skills","degree, bachelor",10 years,N/A,$155K - $171K (Employer est.)
Sr. Data Scientist I,Pax8,Remote,"Business intelligence, Spark, SQL, Machine learning, Data science","certification, education, degree, ph.d, m.a., m.s.",(4) years,mid-level,$135K (Employer est.)
Enterprise Data Scientist II,UCF,"Orlando, FL","Statistics, Azure, Data mining, Writing skills, Data analysis skills","education, master, degree, bachelor","2+ years, 4+ years",N/A,$76K (Employer est.)
Data Scientist,Everytown for Gun Safety Support Fund Inc.,"New York, NY","Statistical software, R, Data analysis skills, Research, Survival analysis","education, master, degree",2+ years,N/A,$85K - $95K (Employer est.)
AI Scientist,UNITED PARCEL SERVICE,"Peachtree Corners, GA","Google Cloud Platform, Research, Performance testing, Machine learning, Data visualization",degree,3+ years,N/A,$81K - $126K (Glassdoor est.)
Principal Data Scientist - Manufacturing & Supply Chain,Vertex Pharmaceuticals,"Boston, MA","Statistics, Operations research, R, SQL, AWS","phd, master, education, degree","3+ years, 5+ years",N/A,$111K - $151K (Glassdoor est.)
Data Scientist - Python (US Remote),KnowBe4,"Clearwater, FL","Statistics, R, SQL, Machine learning, Data science","ph.d, certification","four years, 3 years",N/A,$100K - $120K (Employer est.)
Senior Data Scientist,January,"New York, NY","Statistics, R, SQL, Data science, Python",N/A,"2 years, 4+ years",mid-level,$180K - $200K (Employer est.)
Electrification Data Scientist- Summer 2025,ABB,"Mebane, NC",AI,"education, degree, bachelor",N/A,N/A,$56K - $100K (Glassdoor est.)
Commercial Predictive Modeler - Hybrid,DW Simpson,"Fairfield, OH","Microsoft Excel, R, SQL, Python",N/A,5+ years,N/A,$57K (Employer est.)
Statistician - AI Trainer,DataAnnotation,"Bangor, ME","Statistics, Calculus, English, Algebra, AI","phd, master",N/A,N/A,$40.00 Per Hour (Employer est.)
Senior Customer Data Scientist,Amplitude,"San Francisco, CA","Writing skills, Medical office experience, Research, SQL, Data science","phd, master",N/A,N/A,$185K - $319K (Employer est.)
Data Scientist 1,PayPal,"Chicago, IL","Microsoft Powerpoint, Microsoft Excel, R, SQL, Analysis skills","degree, bachelor","25 years, 3+ years",N/A,$73K - $176K (Employer est.)
"Artificial Intelligence Specialist - Multimedia - Fort Liberty, North Carolina",Thomas Solutions Incorporated,United States,"Mobile applications, Graphic design, AI, Python, Computer graphics","education, degree, bachelor","2 years, (2) years, 4 years, (4) years",N/A,$60K - $65K (Employer est.)
Credit Risk Analytics - Data Scientist,Cash Factory USA,"Las Vegas, NV","Statistics, Power BI, Management, Tableau, SQL","master, education, degree, bachelor, b.s.",3 years,N/A,$90K - $120K (Employer est.)
AI/ML Developer - AI Trainer,DataAnnotation,"Denver, CO","Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Data Scientist,NielsenIQ,"Chicago, IL","Jira, Spark, R, Git, Google Cloud Platform","degree, bachelor",N/A,N/A,$74K - $110K (Employer est.)
Data Scientist,Infosys,"Alpharetta, GA","Statistics, Azure, Computer vision, Big data, Spark","education, degree, bachelor","three years, 4 years, 8 years",N/A,$102K - $134K (Glassdoor est.)
"Data Scientist, Trust & Safety",Match Group,"New York, NY","Statistics, Data mining, R, SQL, Machine learning",education,3+ years,N/A,$143K - $172K (Employer est.)
Data Scientist,Appzlogic Mobility Solutions Pvt Ltd,"Hartford, CT","Spark, Analysis skills, Sentiment analytics, REST, Communication skills",N/A,N/A,N/A,$50.00 - $55.00 Per Hour (Employer est.)
Lead Data Scientist New,Strava,"San Francisco, CA","Software deployment, Data analysis skills, AWS, Machine learning, Data science","education, degree",5+ years,N/A,$230K - $255K (Employer est.)
Statistician - AI Trainer,Outlier Ai,"Memphis, TN",Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Data Scientist,EDR Technology,"Los Angeles, CA","Statistics, R, Git, Forecasting, Linux",N/A,N/A,N/A,$129K - $142K (Employer est.)
Data Scientist - AI Trainer,Outlier Ai,Remote,Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Senior Data Scientist | Commodities,Macquarie Group Limited,"Houston, TX","Power BI, Google Cloud Platform, AWS, Data analytics, Data visualization","phd, associate, master, bachelor","55 years, 5+ years",N/A,$112K - $162K (Glassdoor est.)
Data Scientist,CARFAX,"Columbia, MO","Statistics, Data mining, Spark, R, SQL","master, degree",4+ years,N/A,$88K - $128K (Glassdoor est.)
Data Scientist,redShift Recruiting LLC,"Albany, NY","Azure, SAS, R, Enterprise architecture, Statistical analysis","education, master, degree","3+ years, 4-8 years, 4 years, 100 years",N/A,$100K - $130K (Employer est.)
Data Scientist- Senior,Celestar Corporation,"Fort Meade, MD","Power BI, R, Tableau, Machine learning, AI","master, degree, bachelor","12 years, 2 years, 5 years, 17 years",N/A,$175K (Employer est.)
Principal Data Scientist,Capital One,"McLean, VA","Relational databases, Spark, R, Data analysis skills, Databases","master, education, degree, bachelor, phd, associate","few years, 3 years, 5 years",N/A,N/A
"Sr. Manager, AI & Machine Learning",Philip Morris International,"Stamford, CT","Statistics, Management, Customer segmentation, Machine learning, Data visualization","master, degree, bachelor",N/A,N/A,$165K - $206K (Employer est.)
AI Assurance Engineer,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD","Statistical software, Statistics, R, AI, Communication skills","education, master, degree, bachelor",3+ years,N/A,$85K - $180K (Employer est.)
Data Scientist - Generative AI,Asurion,"Nashville, TN","Statistics, Software deployment, Google Cloud Platform, AWS, Machine learning","master, education, degree",2 years,N/A,$90K - $161K (Glassdoor est.)
App Engineer - AI Trainer,DataAnnotation,Remote,"Writing skills, C#, English, SQL, C++","degree, bachelor",N/A,N/A,$40.00 Per Hour (Employer est.)
Senior Data Scientist,Soaren Management LLC,"Phoenix, AZ","Software deployment, SQL, Machine learning, APIs, Communication skills","degree, bachelor",N/A,N/A,$105K - $159K (Glassdoor est.)
Data Scientist (L4) - Growth and Membership,Netflix,Remote,"R, Host/hostess experience, SQL, Machine learning, Regression analysis","phd, master, degree",N/A,N/A,$170K - $720K (Employer est.)
Data Scientist,Entergy Corporation,"The Woodlands, TX","Big data, Data analysis skills, SQL, AWS, Machine learning","master, education, degree, bachelor, associate","2+ years, 4-6 years, 2-4 years",N/A,$92K - $133K (Glassdoor est.)
Data Scientist (Remote in Texas),Central Health,"Austin, TX","Microsoft Word, Computer science, MATLAB, Microsoft Excel, Data structures","phd, master, education",2 years,N/A,$47K - $86K (Glassdoor est.)
Data Scientist IV,Safeway,"Pleasanton, CA","Statistics, Computer science, Data mining, Mobile applications, Spark","phd, associate, master, degree",2+ years,N/A,$145K - $188K (Employer est.)
Data Scientist,ABOUT HEALTHCARE INC,"Saint Paul, MN","TensorFlow, Statistics, Computer science, Power BI, R",bachelor,1+ years,N/A,$86K - $131K (Glassdoor est.)
Experienced Data Scientist,Plaid,"New York, NY","Computer science, Data mining, Data analysis skills, SQL, AWS","degree, bachelor","few years, 5+ years",N/A,$173K - $258K (Employer est.)
Data Scientist,"Southern Glazer’s Wine and Spirits, LLC","Miramar, FL","Microsoft Excel, Supply chain, Microsoft SQL Server, Tableau, SQL","degree, bachelor","few years, 5+ years",N/A,$85K - $127K (Glassdoor est.)
Data Scientist,"T-Mobile USA, Inc.","Bellevue, WA","Pricing, Microsoft Excel, SAS, 5G, R","master, education, degree, bachelor","18 years, 1 years, 3 years",N/A,$86K - $156K (Employer est.)
NCEAS Environmental Data Science Training Program Manager,University of California Santa Barbara,"Santa Barbara, CA","Curriculum development, Scientific research, R, Data analysis skills, Git","master, education, degree, bachelor","18 years, 1 years, 3 years",N/A,$70K - $80K (Employer est.)
Senior Data Scientist,Prealize Health,Remote,"TensorFlow, Spark, Google Cloud Platform, Research, SQL","phd, education",4+ years,N/A,$120K - $200K (Employer est.)
Sr Data Scientist - Damages,Hertz,"Estero, FL","SQL, Machine learning, Training & development, Python","education, master, degree, bachelor","3+ years, 3-5 years",N/A,$110K (Employer est.)
AI Data Scientist I,AbbVie,"North Chicago, IL","Oracle, SQL, AWS, Machine learning, JavaScript","education, degree, bachelor",3 years,N/A,$104K - $135K (Employer est.)
Research Data Scientist II,ARUP,"Salt Lake City, UT","TensorFlow, Statistics, Data mining, C#, R","education, degree, bachelor",3 years,N/A,$95K - $127K (Glassdoor est.)
Data Scientist,"Broadcast Music, Inc","Nashville, TN","TensorFlow, Azure, Management, Multilingual, Software deployment","associate, education, degree, bachelor",five years,N/A,$95K - $142K (Glassdoor est.)
"Data Scientist - Semiconductor Manufacturing (Richardson, Texas)",Texas Instruments,"Richardson, TX","TensorFlow, Statistics, Spark, R, Alteryx","degree, bachelor","+ years, 2 years",N/A,$90K - $121K (Glassdoor est.)
Data Scientist,Magnite,"Boston, MA","Data mining, Big data, Spark, Git, Java","phd, degree",N/A,N/A,$110K - $125K (Employer est.)
"AI Data Scientist, Telematics",Lemonade Insurance Company,Remote,"Signal processing, NoSQL, Databases, Software development, Data science","master, education",1-3+ years,N/A,$121K - $135K (Employer est.)
Data Scientist II,Earnest,"San Francisco, CA","TensorFlow, Statistics, Machine learning, Data warehouse, Python","master, education, degree, bachelor, phd","2+ years, 1-2 years, 3 years",N/A,$142K - $160K (Employer est.)
Cheminformatics Data Scientist,Drug Hunter,Remote,"Patent law, NoSQL, Git, SQL, Drug discovery","master, education, degree, bachelor, phd","2+ years, 1-2 years, 3 years",N/A,$130K - $170K (Employer est.)
"Data Scientist, United States - BCG X",Boston Consulting Group,"San Francisco, CA","DevOps, Project management, Machine learning, Software development, AI",N/A,N/A,N/A,$110K - $190K (Employer est.)
Sr. Data Scientist,Worldpay,Massachusetts,"Computer science, Cloud infrastructure, R, SQL, AWS","graduate, associate, education, degree",5+ years,N/A,N/A
Data Scientist,Astrix Technology Group,"Bethesda, MD","Statistics, Data mining, SAS, Machine learning, Communication skills","degree, master, ph.d","(3) years, (5) years",N/A,$85K - $115K (Employer est.)
Sr. Data Scientist,Pacific Life,"Newport Beach, CA","TensorFlow, Azure, Data mining, Software deployment, R","master, ph.d",5+ years,N/A,$148K - $181K (Employer est.)
Sr. Business Data Analyst,Isagenix,"Gilbert, AZ","Power BI, Data modeling, R, Data analysis skills, Tableau","degree, bachelor","5-8 years, twenty years",N/A,$92K - $119K (Glassdoor est.)
