Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
3D Perception/Computer Vision Algorithm Engineer,Apple,"Sunnyvale, CA","Computer vision, C++, C, Machine learning, Software development, Robotics","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year"
Cryptanalytic Computer Scientist,GliaCell Technologies,"Annapolis Junction, MD","Microsoft Excel, Full-stack development, DevOps, C++, Machine learning, Software development, Agile, AI, Communication skills, Python",N/A,5 years,Senior level,"$115,000 - $190,000 a year"
"Research Scientist, Generative AI - Seattle",TikTok,"Seattle, WA","2D animation, Computer vision, Research, C++, C, AI, Python, Editing",N/A,3 years,Mid-level,"$194,000 - $410,000 a year"
Research Assistant for AI/ML (Assistant Scientist),University of Rochester,"Rochester, NY","Astrophysics, Machine learning, Physics, AI","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$82,500 - $110,000 a year"
Research Scientist in Generative AI Graduate (Intelligent Creation) - 2025 Start (PhD),TikTok,"Seattle, WA","C++, Content creation, Machine learning, AI, Python","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$129,960 - $194,750 a year"
"Research Scientist, Intelligent Editing (Multimodality)",TikTok,"San Jose, CA","Computer vision, Research, C++, Content creation, C, Machine learning, AI, Python, Editing",N/A,1 year,Mid-level,"$145,000 - $355,000 a year"
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,Remote,"Calculus, English, Algebra, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Mid-level,From $40 an hour
Research Security Analyst,Stony Brook University,"Stony Brook, NY",N/A,N/A,N/A,N/A,"$90,000 - $100,000 a year"
"Applied Scientist, Learned Systems Group","Amazon Web Services, Inc.","Santa Clara, CA","Statistics, UNIX, Java, AWS, C++, Machine learning, Distributed systems, Software development, S3, Linux, Redshift, AI, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,"$136,000 - $223,400 a year"
"Senior Applied Scientist, NeuroSymbolic","Amazon Web Services, Inc.","Boston, MA","Scikit-learn, TensorFlow, Internet of things, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, SciPy, S3, AI, Communication skills, Python, Hadoop","Doctoral degree, Doctor of Philosophy",5 years,Senior level,N/A
Research Scientist Graduate (Compute Platform - Database Acceleration)- 2025 Start (PhD),TikTok,"San Jose, CA","Computer science, Cloud infrastructure, Rust, Computer Science, Spark, Research, Databases, C++, Data management, Software development, Open source contribution","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$144,000 - $168,000 a year"
Applied AI Scientist,ZS,"Bellevue, WA","Social listening, Data mining, Big data, Machine learning, Text mining, Regression analysis, AI, Communication skills, Python, Analytics","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,N/A
"Senior Applied Scientist, PlaTo","Amazon Web Services, Inc.","Seattle, WA","Scikit-learn, TensorFlow, Data mining, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, Deep learning, SciPy, Natural language processing, AI, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",4 years,Senior level,"From $150,400 a year"
"Research Scientist, Color Perception & Imaging Technology","DigitalFish, Inc","San Francisco Bay Area, CA","MATLAB, Image processing, Computer Science, Signal processing, Computer vision, C#, Data analysis skills, C++, Machine learning, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",Under 1 year,Senior level,"$110,000 - $150,000 a year"
AI/ML Research Scientist - Small Molecule Discovery,Lilly,"Indianapolis, IN","Computer Science, PyTorch, Math, Drug discovery, Machine learning libraries, AI, Communication skills, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$142,500 - $228,800 a year"
Senior Project Computer Scientist,Healthtech Solutions,"Frankfort, KY","ASP.NET, Azure, Full-stack development, Software deployment, DevOps, C#, Configuration management, Microsoft SQL Server, Microservices, SQL, SDLC",Master's degree,1 year,Senior level,N/A
"Research Scientist, Multimodal Machine Learning - Trust and Safety",TikTok,"San Jose, CA","TensorFlow, Data mining, PyTorch, Computer vision, Data structures, Java, Algorithms, Machine learning, Deep learning, Natural language processing, Communication skills, Python",N/A,N/A,Mid-level,"$145,000 - $250,000 a year"
Research Assistant in Computer Science,The University of Texas Rio Grande Valley,"Edinburg, TX",N/A,N/A,N/A,N/A,N/A
Machine Learning Research Engineer (1 Year Fixed Term),Stanford University,"Stanford, CA",N/A,N/A,N/A,N/A,"$126,810 - $151,461 a year"
Hewlett Packard Labs - Research Scientist - Generative AI,Hewlett Packard Enterprise,"Milpitas, CA","AI models, TensorFlow, Statistics, TCP, Computer Science, PyTorch, Sales, FPGA, Research, Algorithms, Math, Machine learning, Scrum, Agile, Cloud computing, AI, Machine learning frameworks, Communication skills, Python, Generative AI","Doctoral degree, Doctor of Philosophy",3 years,Senior level,"$101,900 - $234,500 a year"
Post Doc Researcher - Computational Environmental Sustainability - Microsoft Research,Microsoft,"Redmond, WA","Research, Machine learning, Mentoring, AI, Communication skills","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$98,300 - $208,800 a year"
AI Research Scientist,"South Park Investments, LLC","Denver, CO","Computer science, Computer Science, C#, System design, English, Research, Java, Algorithms, PHP, Analysis skills, Machine learning, JavaScript, Deep learning, Algorithm design, Quantum engineering, Linux, Unsupervised learning, AI, Research & development, Quantitative research, Python, Generative AI","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,"$125,000 - $165,000 a year"
Cryptanalytic Computer Scientist 1,RealmOne,Maryland,"Computer science, Calculus, Encryption, Computer Engineering, Computer skills, TS/SCI with Polygraph, Cybersecurity, Python","Bachelor's degree, Associate's degree",2 years,Mid-level,"$80,000 - $130,000 a year"
"AI Engineer, Computer Vision",Mytra,"South San Francisco, CA","PyTorch, Machine learning, Deep learning, Unity, AI, Python",N/A,N/A,Senior level,"$140,000 - $180,000 a year"
Senior Researcher – Artificial Intelligence – Microsoft Research,Microsoft,"Redmond, WA","Research, Machine learning, Natural language processing, AI, Communication skills","Doctoral degree, Doctor of Philosophy",2 years,Senior level,"$117,200 - $250,200 a year"
Computer Scientist/Systems Analyst,Objectstream,"Washington, DC","Microsoft Powerpoint, Computer science, Microsoft Excel, Engineering, Mathematics, Microsoft Office, C, IT, Information Technology",Bachelor's degree,3 years,Mid-level,N/A
Senior Researcher - Embodied AI/Robotics - Microsoft Research,Microsoft,"Redmond, WA","Law, PyTorch, Physics, Model training, AI, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$117,200 - $250,200 a year"
"Scientist, Research Associate - Small Molecule Design",Systimmune,"Redmond, WA","TensorFlow, Bioinformatics, Autoencoder, PyTorch, R, Research, C++, Machine learning, Clinical trials, Chemistry, Biophysics, AI, Machine learning frameworks, Communication skills, Python","Doctor of Computational Chemistry, Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Mid-level,"$80,000 - $150,000 a year"
Distinguished Applied Researcher,Capital One,"Cambridge, MA","Law, Computer Science, PyTorch, Data structures, Quantization, Research, AWS, SSL, Machine learning, Model deployment, Deep learning, Natural language processing, Cloud computing, Model training, AI, Leadership","Doctoral degree, Master's degree, Doctor of Philosophy, Master of Science",4 years,Senior level,N/A
Senior Principal Researcher - Deep Learning & AI – Microsoft Research,Microsoft,"New York, NY","Computer science, Reinforcement learning, Law, Research, Algorithms, Machine learning, Algorithm design, Research data collection, AI",Doctoral degree,5 years,Senior level,"$161,600 - $286,200 a year"
Principal Researcher – Generative AI - Microsoft Research AI Frontiers,Microsoft,"Redmond, WA","Computer science, Research, Intelligence experience, AI",Doctoral degree,3 years,Senior level,"$137,600 - $267,000 a year"
Senior Researcher – Generative AI – Microsoft Research AI Frontiers,Microsoft,"Redmond, WA","Computer science, Research, Intelligence experience, AI",Doctoral degree,2 years,Senior level,"$117,200 - $229,200 a year"
Research Scientist Graduate (Security for AI) -2025 Start (PhD),TikTok,"San Jose, CA","Go, Law, Computer Science, Data structures, Java, Algorithms, Machine learning, Deep learning, Natural language processing, AI, Communication skills, Python","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$145,000 - $355,000 a year"
Physical Science Research Scientist (1 Year Fixed Term),Stanford University,"Stanford, CA","Research, Analysis skills, Project management, Machine learning, Organizational skills, AI","Doctoral degree, Doctor of Philosophy",5 years,Senior level,"$83,000 - $100,000 a year"
"Tech Lead, Research Scientist, Generative AI",TikTok,"San Jose, CA","Computer vision, Research, C++, Content creation, C, Machine learning, AI, Python",N/A,3 years,Mid-level,"$224,000 - $410,000 a year"
Research Scientist Graduate (eCommerce Recommendation) - 2025 Start (PhD),TikTok,"Seattle, WA","TensorFlow, Computer science, Data mining, PyTorch, Research, Machine learning, Deep learning, Natural language processing","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$129,960 - $194,750 a year"
Member of Technical Staff - AI Research,Anterior,"New York, NY","Rust, Go, System architecture, AI, Python",N/A,N/A,Mid-level,"$170,000 - $220,000 a year"
Senior Applied Researcher,Microsoft,"Redmond, WA","Visual Studio, Research, GitHub, AI",Doctoral degree,2 years,Senior level,"$117,200 - $250,200 a year"
AI Research Scientist,Ribo Consulting Services Co. Ltd,Remote,N/A,N/A,N/A,N/A,"From $160,000 a year"
Machine Learning Engineer - Computer Vision,TikTok,"San Jose, CA","Law, Computer Science, Applied Mathematics, Machine learning, Natural language processing, AI, Communication skills, Python","Bachelor of Science, Master's degree, Bachelor's degree",2 years,Mid-level,"$194,000 - $355,000 a year"
Computer Scientist,U.S. Coast Guard,"New London, CT","Computer science, Management, Computer Science, Calculus, R, Machine learning, Organizational skills, AI",Bachelor's degree,N/A,Mid-level,"$83,426 - $129,926 a year"
"Research Scientist, Gemini Data",Google,"Mountain View, CA",N/A,N/A,N/A,N/A,N/A
Research Fellow -Artificial Intelligence,Mayo Clinic,"Rochester, MN","TensorFlow, PyTorch, Machine learning, Deep learning, Unity, Regression analysis, Data science, Machine learning libraries, AI, Python","Doctor of Medicine, Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$68,564 - $80,210 a year"
"Applied Scientist II, Amazon",Amazon.com Services LLC - A57,"Palo Alto, CA","Data mining, Data structures, UNIX, Java, Algorithms, C++, Distributed systems, Software development, Linux, Distributed computing, Python","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Senior level,"$136,000 - $223,400 a year"
(General Hire) Machine Learning Scientist Graduate - TikTok Recommendation - 2025 Start (PhD),TikTok,"San Jose, CA","TensorFlow, PyTorch, Data structures, Research, Algorithms, C++, C, Machine learning, Deep learning, Algorithm design, AI, Leadership, Python","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$137,750 - $237,500 a year"
AI Scientist,Howard Hughes Medical Institute,"Ashburn, VA","Data preprocessing, Rust, Computer Science, PyTorch, Big data, Research, C++, Julia, Machine learning, Data science, AI, Machine learning frameworks, Communication skills, Python","Doctoral degree, Doctor of Philosophy",5 years,Senior level,"$213,564 - $450,000 a year"
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,"Oxnard, CA","Calculus, English, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Entry level,From $40 an hour
AI Planning Research Scientist,Peraton,"Silver Spring, MD",N/A,N/A,N/A,N/A,"$112,000 - $179,000 a year"
Sr R&D Engineer on Computational Geometry,"Lorentz Solution, Inc","Santa Clara, CA","Computer Science, Applied Mathematics, C++, Math, C, Geometry, Software development","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"From $96,000 a year"
(General Hire) Research Scientist Graduate - TikTok Recommendation - 2025 Start (PhD),TikTok,"San Jose, CA","TensorFlow, Law, Computer Science, PyTorch, Computer vision, MXNet, Analysis skills, Machine learning, Deep learning, CNN, Natural language processing, Electrical Engineering, AI, Generative AI, Caffe","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$137,750 - $237,500 a year"
Distinguished Applied Researcher,Capital One,"McLean, VA","Law, Computer Science, PyTorch, Data structures, Quantization, Research, AWS, SSL, Machine learning, Model deployment, Deep learning, Natural language processing, Cloud computing, Model training, AI, Leadership","Doctoral degree, Master's degree, Doctor of Philosophy, Master of Science",4 years,Senior level,N/A
"Fall 2025 - Spring 2026 UMD-College Park & UIUC Incubator Labs, Academic Year Cohort",Capital One - Campus,"Chicago, IL","CI/CD, Computer science, Computer Science, Relational databases, Laboratory experience, Git, Databases, AWS, Machine learning, Deep learning, Computer Engineering, Natural language processing, Data analytics, CPT coding, GitHub, Open source contribution, AI, Python",N/A,1 year,Entry level,N/A
"Research Scientist for Generative AI, LLM and Multimodal 【Talent Spotters】",ByteDance,"San Jose, CA","Law, Computer vision, C++, Content creation, C, AI, Python",N/A,3 years,Senior level,"$136,800 - $205,000 a year"
Senior Researcher - Systems and Foundations - Microsoft Research,Microsoft,"Redmond, WA","Computer science, Distributed systems, AI, Communication skills","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$117,200 - $250,200 a year"
"Research scientist (Robotics, AI)",Dexmate,"Santa Clara, CA","TensorFlow, Mechanical engineering, Law, Computer Science, PyTorch, Research, Deep learning, Model training, Machine learning libraries, AI, Robotics, Robotics, Communication skills, Python","Doctoral degree, Doctor of Philosophy",3 years,Senior level,N/A
"Research Scientist Graduate - LLM, Trust and Safety - 2025 Start (PhD)",TikTok,"San Jose, CA",N/A,N/A,N/A,N/A,"$137,750 - $237,500 a year"
"Research Engineer, Computer Vision",TikTok,"San Jose, CA","Computer Science, Computer vision, Analysis skills, C++, C, Algorithm design, AI, Editing","Doctoral degree, Master's degree, Doctor of Philosophy",1 year,Mid-level,"$194,000 - $410,000 a year"
"Research Scientist Graduate, GenAI (TikTok Recommendation) - 2025 Start (PhD)",TikTok,"San Jose, CA","TensorFlow, Law, Computer Science, PyTorch, Computer vision, MXNet, Analysis skills, Machine learning, Deep learning, CNN, Natural language processing, Electrical Engineering, AI, Generative AI, Caffe","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$137,750 - $237,500 a year"
"Staff ML Engineer, Perception Foundation Model",Waymo,"Mountain View, CA","Law, Writing skills, Algorithms, Machine learning, Deep learning, Supervised learning","Doctoral degree, Doctor of Philosophy",10 years,Senior level,"$226,000 - $286,000 a year"
"Senior ML Engineer, Perception Foundation Model",Waymo,"Mountain View, CA",Machine learning,N/A,5 years,Senior level,"$192,000 - $243,000 a year"
Principal Research Scientist,Microsoft,"Redmond, WA","Computer science, Visual Studio, Research, GitHub, Intelligence experience, AI",Doctoral degree,3 years,Senior level,"$137,600 - $294,000 a year"
Research Scientist,Ataraxis AI,"New York, NY","Statistics, AIX, PyTorch, Survival analysis, Machine learning, Deep learning, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$120,000 - $210,000 a year"
Research Scientist,Renaissance Technologies,"East Setauket, NY","Computer science, Computer Science, System design, Research, Physics",N/A,N/A,Senior level,"$185,000 - $224,000 a year"
"Computer Vision Engineer, Sr Staff",Lockheed Martin,"Roxborough, CO",N/A,N/A,N/A,N/A,"$150,800 - $265,880 a year"
Research Scientist,Guide Labs,"San Francisco, CA","Kubernetes, PyTorch, Google Cloud Platform, AWS, Machine learning, Python",N/A,N/A,Senior level,"$150,000 - $200,000 a year"
"Member of Technical Staff, Applied AI",Context,"Palo Alto, CA","Law, React, JavaScript, PostgreSQL, AI, TypeScript",N/A,N/A,Mid-level,N/A
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","Master's degree, Bachelor's degree",3 years,Mid-level,"$90,000 - $100,000 a year"
Senior Research Scientist - Advanced Systems,Peraton,"College Park, MD","Go, Computer Science, Research, Java, Algorithms, C, Machine learning, Quality control, Algorithm design, Software development, GitHub, Agile, Jenkins, Python","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",4 years,Senior level,"$176,000 - $282,000 a year"
R&D Engineer II - Deep Learning Physics,Ansys,"Apex, NC","Scikit-learn, TensorFlow, Computer science, PyTorch, Computer vision, Engineering, C++, Geometry, Deep learning, Software development, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,N/A
Research Assistant – College of Engineering – Electrical and Computer Engineering,Carnegie Mellon University,"Pittsburgh, PA","Research, Analysis skills, Data entry, Research data collection",High school diploma or GED,N/A,Entry level,N/A
"Research Scientist, Efficient Deep Learning - New College Grad 2025",NVIDIA,"Santa Clara, CA","Computer Science, PyTorch, Computer vision, Quantization, Research, C++, Machine learning, Model training, Python","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$160,000 - $258,750 a year"
"Research Scientist, Design Automation - New College Grad 2025",NVIDIA,"Austin, TX",N/A,N/A,N/A,N/A,"$160,000 - $258,750 a year"
Applied ML Engineer,Vultron,"San Francisco, CA","Law, Research, Machine learning, Natural language processing, AI, Graph databases",N/A,3 years,Mid-level,N/A
"Applied Scientist, Artificial General Intelligence",Amazon.com Services LLC,"Bellevue, WA","PyTorch, Computer vision, Java, C++, Deep learning, AI, Leadership, Python","Doctoral degree, Master's degree, Doctor of Philosophy",1 year,Senior level,"$136,000 - $223,400 a year"
Applied Research Scientist - Computer Vision,Ambient.ai,"San Francisco Bay Area, CA","TensorFlow, Computer science, RNN, Computer Science, Computer vision, Software deployment, Theano, Research, C++, Math, C, Machine learning, Deep learning, CNN, AI, Python, Caffe","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,"$180,000 - $200,000 a year"
Researcher: Multimodal (Data),Cartesia,"San Francisco, CA","TensorFlow, PyTorch, Distributed systems, SQL Server Management Studio, Systems engineering, OpenCV, Python",N/A,N/A,Senior level,N/A
"Research Scientist, 3D Generative AI",Meta,"Burlingame, CA","Computer science, Computer Science, Computer vision, Algorithms, Machine learning, Computer Engineering, GitHub, Open source contribution, AI, Robotics, Generative AI, Load & unload","Doctoral degree, Bachelor's degree, Doctor of Philosophy",N/A,Senior level,"$147,000 - $208,000 a year"
Center for Black Digital Research Data Scientist,Penn State University,"University Park, PA","History, Computer Science, English, Research, Project management, Machine learning, African Studies, Data visualization, Leadership, Communication skills, Data Science",Master's degree,2 years,Senior level,"$86,300 - $129,500 a year"
"Fall 2025 - Spring 2026 UMD-College Park & UIUC Incubator Labs, Academic Year Cohort",Capital One,"McLean, VA",N/A,N/A,N/A,N/A,N/A
"Research Scientist- Foundation Model, Generative AI",ByteDance,"Seattle, WA","Computer vision, Research, Algorithms, C++, C, Machine learning, Natural language processing, AI, Python",N/A,1 year,Senior level,"$129,960 - $194,750 a year"
"Postdoctoral Scientist, Amazon Robotics, R&D",Amazon.com Services LLC,"North Reading, MA","Reinforcement learning, Machine learning, Data science, AI, Quantitative research, Communication skills","Doctoral degree, Doctor of Philosophy",1 year,Senior level,"From $136,000 a year"
"Software Engineer, Machine Learning/Computer Vision",Waymo,"Mountain View, CA","Data mining, Computer Science, Computer vision, C++, Machine learning, Object detection, Deep learning, Robotics, Python","Doctoral degree, Master's degree, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$170,000 - $216,000 a year"
Part-Time Computer Science and Engineering Undergraduate Researcher Assistant - Shao Group,Penn State University,"University Park, PA",N/A,N/A,N/A,Entry level,N/A
AI Research Scientist - Computer Vision,Meta,"Pittsburgh, PA",N/A,N/A,N/A,N/A,"$147,000 - $208,000 a year"
Research Scientist - Artificial Intelligence,GE Vernova,"Niskayuna, NY","Law, Computer Science, Writing skills, Machine learning, Computer Engineering, GitHub, Intelligence experience, AI, Graph databases, Python","Doctoral degree, Master's degree, Doctor of Philosophy",2 years,Senior level,"$85,600 - $140,000 a year"
Research Scientist (AI Agent Economies),Naptha AI,California,"Computer science, Research, Analysis skills, Math, Distributed systems, Experimental design, AI","Doctoral degree, Doctor of Philosophy",N/A,Senior level,N/A
Summer Associate- HHX,Howard Hughes,"The Woodlands, TX","TensorFlow, Computer Science, PyTorch, Git, Analysis skills, Machine learning, Software development, AI, Machine learning frameworks, Communication skills, Data Science",N/A,N/A,Entry level,N/A
Mid-level Computer Scientist - FICA,Celestar Corporation,"Charlottesville, VA","Data mining, TS/SCI, Analysis skills, Machine learning",Bachelor's degree,6 years,Senior level,N/A
Linguist Technical Research Scientist,Peraton,"Silver Spring, MD","Top Secret Clearance, Data mining, Software Engineering, Git, Research, SQL, Machine learning, Natural language processing, Software development, Chinese, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",Under 1 year,Senior level,"$112,000 - $179,000 a year"
Senior-level Computer Scientist - FICA,Celestar Corporation,"Charlottesville, VA",N/A,N/A,N/A,N/A,N/A
Cryptologic Computer Scientist 2,Leidos,"Odenton, MD","Top Secret Clearance, Computer science, Operating systems, Calculus, TS/SCI, Data structures, Research, Discrete math","Doctoral degree, Master's degree, Bachelor's degree, Associate's degree",2 years,Senior level,"$126,100 - $227,950 a year"
Post-doctoral Fellowship - Ground Deformation Recorded by Geodetic Techniques,FM,"Norwood, MA",N/A,N/A,N/A,N/A,"$90,720 - $130,400 a year"
Autonomy and Perception Engineer,"General Technical Services, LLC","Adelphi, MD","Research laboratory experience, MATLAB, Neural networks, Computer vision, Drone operation, Secret Clearance, Research, C++, Machine learning, Object detection, Deep learning, CNN, Natural language processing, OpenCV, Robot programming, Robotics, Robotics, Communication skills, Python","Doctoral degree, Master's degree, Doctor of Philosophy",5 years,Senior level,N/A
Advanced AI Research Scientist Manager,Accenture,"Mountain View, CA","TensorFlow, Statistics, Computer science, Law, Computer Science, PyTorch, C++, Machine learning, Deep learning, Business requirements, Machine learning libraries, AI, Python, Generative AI","Doctoral degree, Bachelor's degree, Doctor of Philosophy",5 years,Senior level,N/A
Applied Mathematician / Math Research (PhD Req),"VOCAL Technologies, Ltd.","Buffalo, NY","Signal processing, Calculus, Mathematics, Research, Analysis skills, Math, Algorithm design, Physics, Software development, Research & development","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$60,000 - $90,000 a year"
Temporary Researchers (Project Scientist Series) for Electrical and Computer Engineering,University of California Santa Barbara,"Santa Barbara, CA",Signal processing,"Doctoral degree, Doctor of Philosophy",N/A,Mid-level,"$96,300 - $250,000 a year"
Senior Research Scientist - Software Defined Radio,Peraton,"College Park, MD","Machine learning, 4G/LTE","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",3 years,Senior level,"$146,000 - $234,000 a year"
PhD Research Scientist- AI and Machine Learning: Bayesian Modelling and Probabilistic Programming,Oracle,"Burlington, MA","Oracle, Computer Science, PyTorch, Research, Java, Analysis skills, Machine learning, AI, Multithreading, Machine learning frameworks, Communication skills, Python, Debugging","Doctoral degree, Doctor of Philosophy",N/A,Senior level,N/A
Academic Research Assistant (Mathematics)- AI Trainer,DataAnnotation,"Oxnard, CA","Calculus, English, Data science, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Entry level,From $40 an hour
Research Engineer,AppLovin,"Palo Alto, CA","Machine learning, AI",N/A,Under 1 year,Entry level,"$137,000 - $205,000 a year"
Energy Research Scientist - AI Trainer,DataAnnotation,Remote,"Bilingual, English, Physics, Chemistry, AI","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Mid-level,From $40 an hour
"Research Scientist, Google Research",Google,"New York, NY","Computer science, Data mining, Computer Science, Data structures, R, Research, Java, C++, JavaScript, Natural language processing, Python","Doctoral degree, Doctor of Philosophy",1 year,Senior level,N/A
Research Scientist Graduate (Monetization GenAI - Multimodality) - 2025 Start (PhD),TikTok,"San Jose, CA","Computer Science, Research, Machine learning, Organizational skills, AI","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$145,000 - $250,000 a year"
CPU Research Scientist - Platform Architecture,Apple,"Santa Clara, CA","Computer science, Computer Science, Research, C++, C, Machine learning, Parse, Computer Engineering, AI, Python","Doctoral degree, Bachelor of Science, Bachelor's degree, Doctor of Philosophy",3 years,Mid-level,"$143,100 - $264,200 a year"
Music Generation Research Scientist,Adobe,"San Francisco, CA","Machine learning, AI, Machine learning frameworks, Communication skills","Doctoral degree, Master's degree, Doctor of Philosophy",N/A,Senior level,"$162,000 - $301,200 a year"
"Machine Learning Research Engineer, Audio R&D",Apple,"Cambridge, MA","Signal processing, iOS, Research, C++, C, Machine learning, Mac OS, Training & development, Python, Software architecture",N/A,N/A,Mid-level,N/A
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","Master's degree, Bachelor's degree",3 years,Mid-level,"$90,000 - $100,000 a year"
Applied Research Scientist,EdgeTech,"West Wareham, MA","MATLAB, Signal processing, FPGA, Scientific research, Research, Analysis skills, Scripting, Research & development, Communication skills, Python","Master's degree, Bachelor's degree, Master of Science",5 years,Senior level,"$100,000 - $110,000 a year"
Adjunct Instructor - Data Structures & Algorithms,Colorado Technical University,Remote,"Computer science, Computer Science, Software Engineering, Mobile applications, Data structures, Research, Java, Algorithms, Analysis skills, C++, Machine learning, Distributed systems, Software development, Communication skills, Python, Teaching, Time management","Doctoral degree, Master's degree, Doctor of Philosophy",3 years,Mid-level,N/A
Senior Research Scientist - Digital Signal Processing,Peraton,"College Park, MD","MATLAB, Signal processing, Research, C++, C, Machine learning, Python","Doctoral degree, Bachelor of Science, Master's degree, Bachelor's degree, Doctor of Philosophy",8 years,Senior level,"$146,000 - $234,000 a year"
Senior Computer Vision Engineer,Verus Research,United States,"TensorFlow, Signal processing, PyTorch, Computer vision, Algorithms, C++, Machine learning, Object detection, Deep learning, Electrical Engineering, Communication skills, Python",Master's degree,5 years,Senior level,"$130,000 - $180,000 a year"
Siri Voice Prompting Trainer (AI Research Project),Lifewood Data Technology,"Nashville, TN","No experience needed, English, AI",N/A,Under 1 year,Entry level,$15 - $20 an hour
Research Scientist,Orby AI,California,"Growing experience, Data structures, Algorithms, Machine learning, Natural language processing, AI",N/A,4 years,Mid-level,"$150,000 - $300,000 a year"
"Senior Applied Scientist, PlaTo","Amazon Web Services, Inc.","Seattle, WA","Scikit-learn, TensorFlow, Data mining, Spark, NumPy, R, Research, MXNet, Java, AWS, C++, Machine learning, Distributed systems, Deep learning, SciPy, Natural language processing, AI, Python, Hadoop","Doctoral degree, Master's degree, Doctor of Philosophy",4 years,Senior level,"From $150,400 a year"
"NISQ Application Research Scientist, Quantum AI",Google,"Goleta, CA","Data mining, Spectroscopy, Physics, Natural language processing, Quantum engineering, AI, Python","Doctoral degree, Doctor of Philosophy",2 years,Senior level,N/A
Research Scientist Graduate (Compute Platform - Database Acceleration)- 2025 Start (PhD),TikTok,"San Jose, CA","Computer science, Cloud infrastructure, Rust, Computer Science, Spark, Research, Databases, C++, Data management, Software development, Open source contribution","Doctoral degree, Doctor of Philosophy",N/A,Entry level,"$144,000 - $168,000 a year"
Algorithm Developer/Chemotrician,"Alakai Defense Systems, Inc.","Largo, FL","Microsoft Excel, Engineering, C#, Mathematics, Secret Clearance, English, Spectroscopy, Algorithms, Analysis skills, C++, Machine learning, Algorithm design, Organizational skills, AI, Leadership, Communication skills, Python, Time management",N/A,3 years,Senior level,"$100,000 - $200,000 a year"
Applied Researcher I,Capital One,"Cambridge, MA","Law, Computer Science, PyTorch, Quantization, Research, AWS, SSL, Machine learning, Deep learning, Natural language processing, Cloud computing, AI, Leadership","Doctoral degree, Master's degree, Doctor of Philosophy, Master of Science",2 years,Entry level,N/A
Post Doc Researcher - Computational Environmental Sustainability - Microsoft Research,Microsoft,"Redmond, WA","Research, Machine learning, Mentoring, AI, Communication skills","Doctoral degree, Doctor of Philosophy",N/A,Senior level,"$98,300 - $208,800 a year"
Senior Researcher - Embodied AI/Robotics - Microsoft Research,Microsoft,"Redmond, WA",N/A,N/A,N/A,N/A,"$117,200 - $250,200 a year"
